,FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
0,6047.0,796.0,70904.0,9892.0,3859.0,900.0,17508.0,2078.0,72500.0,9691.0,4503.0,867.0,54.0,831.0
1,1043.0,1994.0,67292.0,7338.0,2748.0,0.0,17050.0,3972.0,66755.0,7218.0,3716.0,211.0,98.0,831.0
2,8969.0,1802.0,44016.0,5419.0,2057.0,309.0,23208.0,4251.0,45587.0,5609.0,1206.0,517.0,43.0,831.0
3,4359.0,1308.0,62447.0,7436.0,3356.0,110.0,22261.0,2924.0,67603.0,7418.0,4056.0,256.0,43.0,831.0
4,9680.0,1955.0,160448.0,18418.0,5260.0,0.0,23444.0,3770.0,164607.0,18985.0,5524.0,28.0,45.0,831.0
5,5293.0,2368.0,127985.0,14000.0,5183.0,169.0,15890.0,3992.0,131364.0,14310.0,4930.0,259.0,47.0,831.0
6,4444.0,119.0,24114.0,3505.0,2046.0,270.0,21905.0,914.0,27921.0,3788.0,2260.0,282.0,35.0,832.0
7,11075.0,6924.0,352407.0,46855.0,19868.0,79.0,58150.0,9865.0,360313.0,47639.0,19260.0,255.0,61.0,832.0
8,818.0,1379.0,103054.0,9928.0,3417.0,329.0,19718.0,2678.0,106273.0,9920.0,3163.0,456.0,46.0,832.0
9,0.0,2111.0,103523.0,12189.0,3018.0,635.0,0.0,3516.0,109524.0,12976.0,3184.0,645.0,43.0,832.0
10,0.0,219.0,66905.0,7756.0,2901.0,107.0,24002.0,1333.0,67971.0,8249.0,2484.0,473.0,45.0,832.0
11,0.0,920.0,46563.0,5478.0,1649.0,0.0,16865.0,1715.0,47836.0,5691.0,1916.0,121.0,42.0,832.0
12,15806.0,768.0,273865.0,35074.0,10395.0,709.0,39734.0,2140.0,280698.0,35336.0,9679.0,1799.0,63.0,833.0
13,0.0,1601.0,129888.0,14955.0,4314.0,564.0,27173.0,3909.0,134026.0,15196.0,5307.0,414.0,60.0,833.0
14,7847.0,1046.0,114871.0,13907.0,4740.0,849.0,25076.0,1711.0,117302.0,14098.0,5318.0,1009.0,58.0,833.0
15,4916.0,1573.0,108916.0,14032.0,4425.0,676.0,29153.0,4300.0,110924.0,13760.0,3954.0,549.0,60.0,833.0
16,460.0,102.0,62513.0,8571.0,3727.0,377.0,13592.0,1329.0,64627.0,8631.0,2883.0,361.0,42.0,833.0
17,10826.0,943.0,124889.0,17149.0,7707.0,0.0,20916.0,2853.0,121142.0,16738.0,7016.0,455.0,65.0,833.0
18,1551.0,1994.0,148307.0,16162.0,5383.0,0.0,16046.0,4219.0,149976.0,16832.0,5790.0,89.0,60.0,833.0
19,6582.0,3301.0,134914.0,16408.0,4888.0,0.0,29526.0,5165.0,136521.0,16682.0,4732.0,79.0,45.0,833.0
20,11303.0,1182.0,271842.0,38677.0,16335.0,197.0,29287.0,1846.0,253557.0,35627.0,15515.0,448.0,130.0,833.0
21,898.0,1212.0,140232.0,15798.0,5630.0,646.0,22500.0,2147.0,132908.0,14935.0,5693.0,680.0,116.0,835.0
22,0.0,1464.0,40624.0,5635.0,2407.0,155.0,18401.0,2227.0,41345.0,5500.0,2406.0,341.0,44.0,835.0
23,2052.0,4366.0,92546.0,11650.0,3255.0,477.0,28750.0,7355.0,90852.0,11100.0,2782.0,863.0,59.0,835.0
24,3610.0,0.0,85534.0,10537.0,4774.0,71.0,16631.0,241.0,89457.0,10650.0,4428.0,191.0,57.0,835.0
25,14159.0,1339.0,165621.0,19430.0,5873.0,0.0,20425.0,2516.0,161739.0,18488.0,4631.0,119.0,76.0,835.0
26,0.0,1974.0,161280.0,18929.0,5975.0,404.0,9109.0,2956.0,158309.0,18335.0,4867.0,356.0,63.0,835.0
27,11502.0,5225.0,141422.0,16096.0,4671.0,0.0,38843.0,8160.0,149174.0,17126.0,3773.0,236.0,45.0,835.0
28,1181.0,528.0,107177.0,13131.0,3561.0,0.0,19526.0,2492.0,110454.0,13199.0,3338.0,81.0,45.0,835.0
29,13116.0,645.0,151682.0,18322.0,4981.0,224.0,25111.0,1116.0,153704.0,18487.0,5006.0,338.0,63.0,835.0
30,0.0,192.0,83646.0,9912.0,3173.0,589.0,13399.0,1330.0,86765.0,10144.0,3707.0,523.0,44.0,835.0
31,4095.0,3317.0,85308.0,10114.0,3288.0,351.0,16182.0,5810.0,89287.0,10372.0,3007.0,775.0,43.0,836.0
32,11470.0,3094.0,137380.0,17648.0,6275.0,0.0,26340.0,4789.0,134884.0,16981.0,6304.0,311.0,62.0,836.0
33,3706.0,1030.0,84358.0,9922.0,4320.0,0.0,21867.0,2065.0,84423.0,9624.0,3335.0,123.0,63.0,836.0
34,0.0,2169.0,380113.0,44828.0,10715.0,519.0,18478.0,4358.0,388709.0,46072.0,10295.0,557.0,46.0,836.0
35,3505.0,4904.0,104611.0,11939.0,2674.0,278.0,18326.0,8210.0,111277.0,12778.0,2762.0,362.0,43.0,836.0
36,5562.0,2258.0,167210.0,17514.0,5570.0,101.0,23650.0,3450.0,170898.0,17998.0,5129.0,370.0,47.0,836.0
37,11275.0,1690.0,155849.0,19098.0,9007.0,0.0,25934.0,3290.0,154551.0,19104.0,9420.0,168.0,63.0,836.0
38,2800.0,1077.0,117882.0,13751.0,3592.0,399.0,32640.0,2613.0,125062.0,14709.0,2924.0,593.0,44.0,836.0
39,8397.0,2076.0,139755.0,15971.0,5124.0,0.0,36722.0,3786.0,139767.0,16006.0,4606.0,267.0,63.0,837.0
40,0.0,1019.0,118704.0,14325.0,5827.0,234.0,17456.0,1721.0,120428.0,14726.0,5896.0,638.0,45.0,837.0
41,0.0,647.0,163524.0,18580.0,5188.0,348.0,21030.0,1215.0,163030.0,18618.0,4675.0,267.0,62.0,837.0
42,1449.0,4159.0,220770.0,26409.0,8962.0,0.0,10200.0,6545.0,226375.0,26843.0,8826.0,295.0,46.0,837.0
43,0.0,765.0,140646.0,15698.0,5708.0,532.0,14346.0,1773.0,137338.0,15410.0,5093.0,896.0,62.0,837.0
44,5483.0,452.0,38818.0,4610.0,1514.0,62.0,19488.0,1798.0,41303.0,4388.0,1513.0,304.0,42.0,837.0
45,9234.0,1306.0,140555.0,19879.0,9561.0,155.0,20233.0,2084.0,136387.0,19461.0,8910.0,298.0,62.0,838.0
