""	"Abiotrophia"	"Acetanaerobacterium"	"Acetatifactor"	"Acetitomaculum"	"Acetivibrio"	"Acidaminococcus"	"Actinobacillus"	"Actinomyces"	"Aerococcus"	"Akkermansia"	"Alistipes"	"Allisonella"	"Alloprevotella"	"Alloscardovia"	"Anaerococcus"	"Anaerofustis"	"Anaeroplasma"	"Anaerosporobacter"	"Anaerostipes"	"Anaerotruncus"	"Atopobium"	"Bacteroides"	"Barnesiella"	"Bifidobacterium"	"Bilophila"	"Blautia"	"Brachyspira"	"Butyricicoccus"	"Butyricimonas"	"Butyrivibrio"	"Campylobacter"	"Catabacter"	"Catenibacterium"	"Cerasicoccus"	"Christensenella"	"Cloacibacillus"	"Clostridium_III"	"Clostridium_IV"	"Clostridium_XI"	"Clostridium_XVIII"	"Clostridium_XlVa"	"Clostridium_XlVb"	"Clostridium_sensu_stricto"	"Collinsella"	"Comamonas"	"Coprobacillus"	"Coprobacter"	"Coprococcus"	"Corynebacterium"	"Desulfovibrio"	"Dialister"	"Dorea"	"Eggerthella"	"Eisenbergiella"	"Elusimicrobium"	"Enterococcus"	"Enterorhabdus"	"EscherichiaShigella"	"Eubacterium"	"Ezakiella"	"Faecalibacterium"	"Faecalicoccus"	"Faecalitalea"	"Finegoldia"	"Flavonifractor"	"Fusicatenibacter"	"Fusobacterium"	"Gardnerella"	"Gemella"	"Gemmiger"	"Gordonibacter"	"Granulicatella"	"Haemophilus"	"Halomonas"	"Helicobacter"	"Herbaspirillum"	"Hespellia"	"Holdemanella"	"Holdemania"	"Howardella"	"Hungatella"	"Hydrogenoanaerobacterium"	"Intestinibacter"	"Intestinimonas"	"Lachnoanaerobaculum"	"Lactobacillus"	"Lactococcus"	"Lactonifactor"	"Lautropia"	"Leuconostoc"	"Megasphaera"	"Methanobrevibacter"	"Methanosphaera"	"Mitsuokella"	"Mobiluncus"	"Mogibacterium"	"Murdochiella"	"Murimonas"	"Mycoplasma"	"Odoribacter"	"Olsenella"	"Oribacterium"	"Oscillibacter"	"Parabacteroides"	"Paraprevotella"	"Parasutterella"	"Parvibacter"	"Parvimonas"	"Pediococcus"	"Peptococcus"	"Peptoniphilus"	"Peptostreptococcus"	"Phascolarctobacterium"	"Photobacterium"	"Porphyromonas"	"Prevotella"	"Pseudobutyrivibrio"	"Pseudoflavonifractor"	"Romboutsia"	"Roseburia"	"Rothia"	"Ruminococcus"	"Ruminococcus2"	"Runella"	"Scardovia"	"Senegalimassilia"	"Slackia"	"Solobacterium"	"Sporobacter"	"Staphylococcus"	"Stomatobaculum"	"Streptobacillus"	"Streptococcus"	"Streptophyta"	"Subdoligranulum"	"Succiniclasticum"	"Succinivibrio"	"Sutterella"	"Terrisporobacter"	"Turicibacter"	"Varibaculum"	"Veillonella"	"Victivallis"	"Weissella"	"unclassified_Acanthopleuribacteraceae"	"unclassified_Acetobacteraceae"	"unclassified_Acidaminococcaceae"	"unclassified_Actinomycetaceae"	"unclassified_Aerococcaceae"	"unclassified_Alcaligenaceae"	"unclassified_Alteromonadales"	"unclassified_Anaeroplasmataceae"	"unclassified_Bacillaceae"	"unclassified_Bacillales"	"unclassified_Bacteroidaceae"	"unclassified_Bacteroidales"	"unclassified_Bdellovibrionaceae"	"unclassified_Bifidobacteriaceae"	"unclassified_Bryobacter"	"unclassified_Candidatus"	"unclassified_Cardiobacteriaceae"	"unclassified_Carnobacteriaceae"	"unclassified_Catabacteriaceae"	"unclassified_Chitinophagaceae"	"unclassified_Chloroplast"	"unclassified_Christensenellaceae"	"unclassified_Chryseolinea"	"unclassified_Clostridiaceae"	"unclassified_Clostridiales"	"unclassified_Comamonadaceae"	"unclassified_Coriobacteriaceae"	"unclassified_Cryomorphaceae"	"unclassified_Cryptosporangiaceae"	"unclassified_Cyclobacteriaceae"	"unclassified_Cystobacteraceae"	"unclassified_Cytophagaceae"	"unclassified_Defluviitaleaceae"	"unclassified_Dehalococcoidaceae"	"unclassified_Dehalogenimonas"	"unclassified_Deinococcaceae"	"unclassified_Desulfobacteraceae"	"unclassified_Desulfohalobiaceae"	"unclassified_Desulfomicrobiaceae"	"unclassified_Desulfovibrionaceae"	"unclassified_Dietziaceae"	"unclassified_Ectothiorhodospiraceae"	"unclassified_Enterobacteriaceae"	"unclassified_Enterococcaceae"	"unclassified_Erysipelotrichaceae"	"unclassified_Eubacteriaceae"	"unclassified_Flammeovirgaceae"	"unclassified_Flavobacteriaceae"	"unclassified_Fodinibius"	"unclassified_Geminicoccus"	"unclassified_Gracilibacteraceae"	"unclassified_Halomonadaceae"	"unclassified_Haloplasmataceae"	"unclassified_Heliobacteriaceae"	"unclassified_Holophagaceae"	"unclassified_Hyphomonadaceae"	"unclassified_Ignavibacteriaceae"	"unclassified_Kofleriaceae"	"unclassified_Lachnospiraceae"	"unclassified_Lactobacillaceae"	"unclassified_Marinilabiliaceae"	"unclassified_Mariprofundaceae"	"unclassified_Methanobacteriaceae"	"unclassified_Microbacteriaceae"	"unclassified_Micrococcaceae"	"unclassified_Natranaerobiaceae"	"unclassified_Natranaerovirga"	"unclassified_Neisseriaceae"	"unclassified_Oceanospirillaceae"	"unclassified_Oleiphilaceae"	"unclassified_Oligosphaeraceae"	"unclassified_Oxalobacteraceae"	"unclassified_Paenibacillaceae"	"unclassified_Pasteurellaceae"	"unclassified_Peptococcaceae"	"unclassified_Peptoniphilaceae"	"unclassified_Peptostreptococcaceae"	"unclassified_Planococcaceae"	"unclassified_Porphyromonadaceae"	"unclassified_Prevotellaceae"	"unclassified_Prolixibacteraceae"	"unclassified_Proteinivoraceae"	"unclassified_Puniceicoccaceae"	"unclassified_Rhodobacteraceae"	"unclassified_Rhodocyclaceae"	"unclassified_Rhodospirillaceae"	"unclassified_Rickettsiaceae"	"unclassified_Rikenellaceae"	"unclassified_Ruminococcaceae"	"unclassified_Sphingobacteriaceae"	"unclassified_Spirochaetaceae"	"unclassified_Sporolactobacillaceae"	"unclassified_Streptococcaceae"	"unclassified_Succinivibrionaceae"	"unclassified_Sutterellaceae"	"unclassified_Synergistaceae"	"unclassified_Syntrophobacteraceae"	"unclassified_Thermoactinomycetaceae"	"unclassified_Thermoanaerobacteraceae"	"unclassified_Vallitalea"	"unclassified_Veillonellaceae"	"unclassified_Verrucomicrobiaceae"	"unclassified_Victivallaceae"	"unclassified_Vulgatibacteraceae"	"unclassified_Xanthomonadaceae"	"X.1"
"SC11"	0	0	0	0	0	0	0	0.374531841393811	0	0	59.9999999999999	0	0	0	0	0	0	0.542007352941177	243	0	0	1994.00000000035	55.8000000000003	4.46428682471823	14.3884263959391	112.737124546712	0	0	1.96078769230769	0	0	0	0	0	0	0	0	2	0	3	3.71428571428571	29.2682954856361	2.01484596479195	105.851075133486	0	0.333333333333333	0	60.4336448192768	0	0	0	266.937587242029	0	0.271002371541502	0	0	0	0	0	0	3566.08402998882	0	0	0	0.699300230946883	22.2222125138837	0	0	0	2.44755129789864	1	0	0.168918885902761	0	0	0	0	0	2	0	0.813010101010101	0	0	0.349649122807018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.25	0	0.271003333333333	17.3333361828046	75.8571008852824	0	55.8490707070709	0	0	0	0	0	0	9.55556401179942	0	0	0	0	0.349649831649832	0.137930986567855	323.199999999999	0	86.6666527331188	250	0	0	4.78722413793103	0	0.333333333333333	0.349651162790697	0	0	0	8.78661089738279	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0.125256266342053	6.00000019233234	0	0	0	0	0	0	0.136425760743627	0	0.222256977959543	0	0	0	0.276530803484857	7.20802459101663	0	64.0976225653071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437.732403300689	0	0	0	0	0	0	0	0	0	0	0	0	0	904.59332896884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.678978290081504	0	0	0	0	4.15854106609821	0	0	0	0	0	0	1.55619481680668	0	0	584.119363139074	0	0	0	0	0	0.377357468956426	0	0	0	0	0	0.587537489781411	0	0	0	0	NA
"SC12"	0	0	0	0	0	17.3333083573487	0	2.99625473115049	0	0	679.33333333333	0	0	0	0	0.181811320754717	0	0	347	4.19581065088757	0	1870.00000000029	464.999999999982	459.226304702669	43.1652791878173	650.135485066251	0	11.5384609634552	25.0000430769231	0	0	0	0	0	0.190477223427332	0	0	105	0	21	8.85714285714286	31.7073201094391	0.106044524462734	135.63831235698	0	0	1.960775	136.585457349398	0	101.680638001162	61.9999933290296	97.8319482176357	0	0.542004743083004	0	0	0	0.858369075541001	0	0	2564.33574624386	0	0	0	15.034954965358	123.577181784523	0	0	0	44.0559233621755	5	0	0	0	0	0.333333333333333	0	0	2.33333333333333	0	0	0	0.827584320875114	2.09789473684211	0	0	0.512820450395618	0	0	0	0	0	0	0	0	0	0	0	0	13.25	1	0	73.0000120006572	79.4285274806347	56.75	1.88679292929293	0	0	0	0	0	0	9.1111191740413	0	0	0	0	1.0489494949495	1.10344789254284	1238.40000000001	0	201.333300964628	569	0	0	338.829086206899	1.5	0	1.39860465116279	0	0	0	6.69456068372022	0.452488647204731	0.699296969696971	0	0	130.566077331312	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25256266342053	20.6666673291447	0	25.1497008310249	2.35187014795461	0	0	0	0.272851521487255	0	0	0	0.952386117136659	0	5.94541227492442	10.6000361632598	0	153.948754197033	0	0	0.27345751232946	0	0	0.761894736842106	0	0	0	0	0	0	1.34151740847083	0	0	1.859	0	40.3311825122162	3.50042089760682	0	0	0	0	0.952391456466779	0	0	0.125	0	0	0	0.5	1184.45809908599	0	2.48618752300265	0	0	0	0	0.5	0	0	0	0	0	3.92722662138687	0	0	1.10848055460262	0	0	0	8.80632225761974	0.25	0.5	0.190485714285714	0.5	0	0	7.78097408403341	0	34.3279966716489	1719.35699545439	0.530441650784643	0	0	0	0	0	0	0	1.15683660296634	0	0	3.32937910876133	0	0	0.363639344262296	0	NA
"SC13"	0.5	0	0	1.897	0	0	0	1.12359552418143	0.25	2124.3340983076	1023.99999999998	0	0	0	0.25	0.181811320754717	0	0.271003676470588	1661	12.5874319526627	0	1453.33333333344	135.200000000001	720.535893509538	66.5464720812182	1779.67475215958	0	85.3146810631233	11.7647261538461	0	0	0.190475177304964	0	6	0.190477223427332	8.7272506329114	0	134	0	15	35.2857142857143	6.77506839945281	1.27253429355281	14.8936186117468	0	0	31.8625937499999	2185.36731759019	0	6.16246290916134	0	442.547289305807	6.3333511235955	0.542004743083004	0	0.209643636092023	0.531916083916083	2.00286117626234	0	0	1733.56648893893	0	0	0	8.04195265588916	414.091960014817	0.2	0.5	0.257069314349944	256.293585908524	0	0	0	0	0	0	0	0	0.666666666666667	0	3.52304377104377	0	0.137930720145852	4.19578947368421	0	13.0188681867001	0.341880300263745	0.542000000000001	0	0.5	0	218.454928557427	0	0	0	0	0	0.542000000000001	1.38888907849829	11.5	0	0.271003333333333	99.3333496629946	32.4285534857987	0	4.15094444444444	0	0.856532637075718	0	0	0.190476065818998	0.137931111111111	263.778011209439	0	0	0.5	0	1.39859932659933	0.413792959703566	721.199999999976	0.333333333333333	924.999851286161	1052	0	0	0	0	0.333333333333333	1.04895348837209	0	0.271003663003663	0	50.418410149268	0	0.349648484848485	0	0	9.43396512509478	0.137930984902947	1	1.87266497461929	0.5	3.7037037037037	0	0	0	1.55555304214661	0	0	0	0	0	0	12.1498578351792	10.3333336645724	0.276242996697727	1.79640720221607	4.70374029590923	0	0.66666716856718	0	0.136425760743627	1.14285106382979	0	0	4.57145336225597	0	27.3765495450007	129.532441915034	0	167.11165883098	0.5	0	0	0	0.334463635247297	2.66663157894737	0	1	0	0	0	1.5	12.4090360283552	0	0.608941501105115	7.865	0	359.503816531304	20.8182927068195	0	0.311793533401691	0	0.465116182585201	3.4286092432804	0	0	1.625	0	0	0	0	3730.77336553596	0.38954386145898	11.3259653825676	0	0	0	0	1	2.28571428571429	0	0	0	3.24074150664697	9.32716322579381	0	0.169744572520376	10.4197172132647	0.190473424097338	0.792534142994589	0	11.2525228847363	0	0	0.761942857142858	3	0	0	99.5964682756276	0	8.85883785074809	3209.90640610148	3.44787073010018	0	0.23514685097656	0	0	2.64150228269498	22.7177554132454	0	23.0081946589973	0	0.95238636356816	11.359058135774	1.00000007608034	0	0.363639344262296	0	NA
"SC14"	0	0.349657894736842	0.271002582311168	0	0	0	0.166666565625947	1.87265920696906	0	11.0000039611091	301.333333333333	0	0	0	0	0	0.537634482758621	0	127	0.349650887573964	0	724.166666666642	1702.00000000025	15.4761943256899	16.5466903553299	642.547409375607	0	4.54545431893688	33.8235876923077	0	0	0.190475177304964	0	0	0.190477223427332	0	0	727	0	7	70.4285714285718	15.1761532147743	0	638.829855453852	0	0.333333333333333	0	13.8211474698795	0	5.04201510749564	0	6.50406303939964	0.333334269662921	0.542004743083004	0	0.209643636092023	0	0	0	0	3652.79731947181	0	0	0	10.1398533487298	170.731632728619	0	0	0	230.419472187882	7	0	0	0	0	0	0	18.3333468634686	1	0	0.542006734006734	0	0	4.19578947368421	0	0.37735849816522	0.170940150131872	0	0	0	0	7.29613710309684	0.25	0	0	0	0	0	0	25.75	0	0	98.3333494986021	84.714238841756	0.25	67.1698282828285	0	0.428266318537859	0	0	0	0	24.8889109144543	0	0	0	0	0.349649831649832	0.275861973135711	24.8	0	30.6666617363343	130	0	0	0	0	0	1.74825581395349	0	0	0	7.53138076918525	0	0.349648484848485	0	0	8.30188931008341	0	0	0	1.75	0	0	0	0	0	0	0	0	0.467287119650006	3.22581341107872	0.118892156357565	0.876793864394373	5.33333350429542	0	180.239522622346	0	0	0	0	0.272851521487255	0.952375886524822	0	0	0.761908893709328	0	2.35051182962128	50.0321706905863	0	241.510685022856	0	0	0	0	0	0.380947368421053	0	0	0	0	1	0	6.70758704235416	0	0	0	0	60.4967737683242	4.7900496493567	0	0	0	0	1.33334803905349	0	0	0.875	0	0.634539820487717	0	0	1438.20972635246	0	0.276243058111405	0	0	0	0	0	0.571428571428571	0	1.18970841528897	0	0	5.8908399320803	0	1.01846743512226	4.87731444025154	0	0.264178047664863	0.199826908350541	379.405717265772	12.75	0	0	0	0	0	62.2477926722672	12	2.21470946268702	1474.04886366535	0	0	0	0	0	0.754714937912852	77.6800668969033	0	0.128537400329594	0	0.190477272713632	39.3650118153546	0	0	0	0	NA
"SC15"	0	0	0	0	0	0	0	0	0	10.6666705077422	137.333333333334	0	0	0	0	0	0	0	102	0.349650887573964	0	626.999999999997	150	35.4166754760979	24.4603248730965	261.78861132722	0	0.699300664451828	0.245098461538461	0	0	0	0	0	0	0	0	79	0	0.333333333333333	5.71428571428572	4.3360437756498	9.2258736282579	14.8936186117468	0	0	4.65684062499999	112.737202891567	0	0	72.1818104153215	32.7913178236397	0.333334269662921	0	0	0	0	0	0	0	2659.09099402567	0.333328571428571	0	0	0.349650115473442	81.3007774898184	0	0	0.128534657174972	24.8251631644005	0	0	0	0	0	0	0	0	1	0	0.271003367003367	0.349631578947369	1.10344576116682	0.699298245614035	0	0	0	0.271	0	0	0	0	0	0	0	0	0	0	0	16.75	0	0	23.0000037810291	32.7142676134269	0	91.6981363636367	0	0	0	0	0	0	0	0	0	0	0	0.349649831649832	1.51724085224641	1566.00000000008	0	454.333260289383	176	0	0	0	0	0.333333333333333	0.349651162790697	0	0	0	5.43933055552268	0	0	0	0	0.377358605003791	0	1.66666666666667	0	0	0	0	0	0	0	0	0	0	0.467287119650006	0	0	0	4.66666681625849	0	7.18562880886427	0	0	0	0	0.136425760743627	0	0	0	0.380954446854664	0	5.25408526621227	6.36002169795585	0	38.3441134988891	0	0	0	0	0	1.14284210526316	0	0	0	0	0	0	2.34765546482395	0	0	1.287	0	18.0794956089245	0.921163394107058	0	0	0	0	0	0	0	0	0	0	0	0	1973.24531628231	0	1.10497223244562	0	0	0	0	0	0.19047619047619	0	0	0	0	0	0	0.339489145040752	0.221696110920525	0	0.264178047664863	0	4.64778119152153	0	0	0	1.5	0	0	101.671394698036	0	25.4691588209008	676.155747412717	0	0	0	0	0	0.377357468956426	0	0	0.128537400329594	0	0	48.7656116518571	0	0	0	0	NA
"SC16"	0	0	0	0	0	0	0	0.749063682787622	0	0	197.333333333333	0	0	0	0	0	0	0	431	0	0	1031.16666666658	16	111.607170617956	14.0287157360406	246.341457242695	0	1.04895099667774	14.7059076923077	0	0	0	0	0	0	0	0	9	0	0.333333333333333	2.71428571428571	7.04607113543092	0	22.3404279176202	0	0	2.9411625	35.5013787951807	0	0	0	43.0894176360226	0	0	0	0.419287272184045	0	0	0	0	5251.04911877311	0	0	0	7.34265242494228	95.1219096630872	0	0	0	90.2097478368356	1	0	0.337837771805522	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0.271002732240437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25	0	0	8.66666809140228	18.5714182958318	0	1.88679292929293	0	0	0	0	0	0	60.6667203539823	0	0	0	0	1.0489494949495	1.37930986567855	6353.9999999986	0	20.3333300643087	199	0	0	0	5.5	0	0	0	0	0	18.6192469015968	0.452488647204731	1.04894545454546	0	0	75.4717210007584	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1.16666670406462	0	0	0.671962899415604	0	0	0	0.545703042974509	0	0	0	0	0	0.553061606969713	4.4520151885691	0	1.14460040295192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.572	0.214071301526667	148.808156165763	0	0	0	0	0	0.190478291293356	0	0	0	0	0	0	0	674.684136479088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41335888552978	0	0	0	0	0.978480250846638	0	0	0	0	0	0	1.03746321120446	0	0	284.176086900669	0	0	0	0	0	0	0	0	0	0.330848749352984	0	0.783383319708548	0	0	0	0	NA
"SC17"	0	0	0	0	0	0	0	1.49812736557524	0	477.333505221467	1011.33333333331	0	0	0	0	0.181811320754717	0	0.271003676470588	234	0.349650887573964	0	1102.16666666661	174.599999999999	101.785739603576	67.6256040609136	43.3604325179666	0	0.349650332225914	1.22549230769231	0	0	0	0	0.5	0	0	0	113	0	4	3.14285714285714	1.08401094391245	7.1049831390032	14.3617036613273	0	0	2.9411625	7.0460751807229	0.66964283548252	0	85.8181725844624	5.42005253283303	70.0001966292134	0.542004743083004	0	0	0	0	0.5	0	27.6223785046729	0.333328571428571	0	0	9.44055311778292	28.7262747130693	0.2	0	0.514138628699888	0.699300370828183	6	0.13642568981922	0.168918885902761	0	68.3937491525425	0	0	20.3333483394834	3.33333333333333	0	0.813010101010101	0	5.51722880583409	19.580350877193	0.271002732240437	0	31.4529876242646	1.626	0	1.25	0	3232.18873667228	0	0	0	0.190476082004556	0	0	0	12.25	0	0.271003333333333	12.3333353608417	271.571278310584	0	2.26415151515151	0	0.642399477806789	0	0	0	0.275862222222222	0	0.4	0	0.25	5.69106614173228	1.39859932659933	4.41379157017137	11.2	0.666666666666667	2.33333295819936	379	0	0	0	0	0	2.09790697674418	0	0.271003663003663	0	21.5481172007244	10.8597275329136	0	0	0	3.39622744503412	1.24137886412653	16	3.74532994923858	0.25	0	0	0	0.538082057926406	0	0	0	0	0.467287119650006	0	0.23778431271513	7.39011971418115	4.66666681625849	0	0	1.00794434912341	0	0	0	0.272851521487255	2.85712765957447	0	0	6.85718004338395	0	174.076140793714	100.276342104437	0	67.5314237741628	5	0	0	0	0	4.19042105263158	0	0	0	0	0	0	0.670758704235415	0	0	1.287	0	149.851203989354	36.8465357642824	0	0.311793533401691	0	0	35.2384838892708	0.2	0	0.125	0	0	0	0	1125.98736618119	0	0.276243058111405	0	0.842091309130912	0	0	6.25	0	0	0	0	0	41.7267828522355	0	1.01846743512226	3.10374555288734	0	1.05671219065945	0.0999134541752703	11.7417630101596	0	0.5	0.952428571428572	6	0	0	12.9682901400557	0	10.5198699477634	1699.55633907679	62.3268939671953	0	0.11757342548828	0	0	0	3.66415409891054	0	14.524726237244	0.330848749352984	3.80954545427264	98.51045245335	0.333333358693445	0	0	0	NA
"SC18"	0	0	0	0.271	0	14.6666455331412	0	0.749063682787622	0	32.3333449765935	329.333333333334	0	0	0	0	0	0	0.271003676470588	191	0.699301775147929	0	1165.16666666664	20.8	501.488219976666	19.4243756345178	233.062324784068	0	53.1468504983388	13.7255138461538	0	0	0	0	0	0	1.4545417721519	0	33	0	1.33333333333333	1.57142857142857	1.08401094391245	2.33297953818016	43.0851109839817	0.333333157338965	0	5.88232499999999	169.376807228917	0	0	91.6363537766292	72.8997065666042	0	0	0	0.628930908276068	0.531916083916083	0	0	0	4951.39875955167	0	1.0000243902439	0	1.04895034642032	128.997233617178	0	0	0	42.6573226205192	1	0	0.337837771805522	0	0	0	0	0	0.333333333333333	0	0	0	1.93103008204193	10.1398245614035	0	0	0.170940150131872	0	0	0	0	24.4635185221482	4.75	0	0	0	0	0	0	7	56	0.271003333333333	46.6666743383198	30.9999828476578	62	0	0.531913580246914	0	0	0	0	0	4.44444837758112	0	0	0	0	0.349649831649832	2.75861973135711	1365.20000000004	0	461.999925723467	104	0	0	2.12765517241379	11.5	0.333333333333333	3.14686046511628	0	0	0	13.5983263888067	0.452488647204731	0	0	0	61.5094526156181	3.44827462257369	4.66666666666667	0	2.25	2.31481481481481	0	0	0	0	0	0	0	13.0840393502002	76.8818862973761	0.118892156357565	2.00410026147285	1.00000003205539	0.276242996697727	0	2.35187014795461	0.5	0	0	0.409277282230882	7.80948226950354	0	0	2.85715835140998	0	20.048483252652	33.0721128293704	1.68666646308514	40.633314304793	1	0	0	0	0	3.23805263157895	0	0	0	0	0	1.5	1.00613805635312	0	0.608941501105115	0	0	167.583016990415	4.97428232817811	0	0	0	0	5.90482703009403	0	0.537639344262295	0	0	0	0	0.5	1176.22678231784	0	0	0	0	0	0.311919708859437	0.5	0.761904761904762	0	0	0.663714285714285	0.462963072378138	11.2907765364872	0	3.90412516796865	0.886784443682098	0	0.924623166827021	0	2.20158056440494	0.5	0	0.380971428571429	2	0	0	19.1930694072824	0	1.66103209701527	999.933147068598	2.65220825392321	0	0	0.394119552941238	0	15.8490136961699	1.46566163956422	0	0.128537400329594	0	0	97.7270691336414	0	0	0.363639344262296	0	NA
"SC19"	0	0	0	0	0	0	0	1.12359552418143	0	0.333333453366943	36	0	0	0	0	0	0	0	1081	0	1	97.3333333333339	1.8	4134.8224570549	0.359710659898477	479.403782026761	0	41.9580398671096	0	0	0	0	0	0	0	0	0	27	0	0	5	4.87804924760602	0	273.404284515637	0	0	0	175.338870843375	0	0	0	104.336011257035	0	0	0	0.628930908276068	0	0	0	0	2853.49659464075	0	0	0	1.04895034642032	200.270915216587	0	0	0	8.74125463535229	0	0	0	0	0	0	0	0	0	0	0	0	0.137930720145852	9.09087719298246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	4.00000065757028	3.99999778679454	0	1.50943434343434	0	0	0	0	0	0	8.22222949852508	0	0	0	0	0	2.34482677165354	718.399999999976	0	55.3333244372991	321	0	0.373128571428571	0	0	0.333333333333333	0	0	0	0	2.71966527776134	0	0	0	0	13.5849097801365	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.125256266342053	0.166666672009232	0	0	40.653755414644	0	0	0	0	0	0	0	0.190477223427332	0	0.691327008712141	0.636002169795586	0	160.244056413268	0	0	0	0	0	0.952368421052632	0	0	0	0	0	0	0	0	0	0.286	0.214071301526667	67.4504259256028	0.368465357642823	0	0	0	0	0	0	0	0	0	0	0	0	1039.41662086098	0	0	0	0	0	0	0	0.19047619047619	0	0	0	0	0	0	1.01846743512226	0	0	0.132089023832432	0	0	0	0	0	0	0	0	0.259365802801114	0	0	288.942911584165	0	0	0	0	0	0	0	0	0.128537400329594	0	0	0.195845829927137	0	0	0	0	NA
"SC20"	0	0	0	0.271	0.349666666666666	0	0	0.374531841393811	0	135.000048613613	55.3333333333333	2.90914285714286	0	0	0	0	0	0	1556	2.79720710059172	0	114.666666666668	17.2	279.464355227355	3.23739593908629	472.357711742592	0	16.7832159468439	5.88236307692307	1.66666549543219	0	0	7.66667352415028	0	0	0	0	221	0	2.66666666666667	102.714285714285	1.89701915184679	11.7709422153635	172.872358886346	0	0	5.63722812499999	595.393352771056	0	95.2380631415846	115.818169356572	157.452526078799	0	0	0	0.419287272184045	0	0.286123025180334	0	0	600.000019164796	0	0	0	0.699300230946883	28.1842695298038	0	0	0	251.398483312727	1	0	0	0	0	0	1.355	0	0.666666666666667	21.409	0.271003367003367	0.349631578947369	2.20689152233364	6.99298245614035	0	124.716983643606	0.68376060052749	0	0	1	0	90.5579369854956	0	0	0	0	0	0	0	3	33	0	33.3333388130857	17.9999900405755	0	0.377358585858586	0	0	0	0	0.190476065818998	0	0	0	0	45.25	0	2.09789898989899	7.72413524779991	1249.20000000001	0	359.666608842439	639	0	0	98.935965517241	54.5	0	0.699302325581395	0	0	0	4.60251047005765	0	0	0	0	2.26415163002275	1.51724083393242	0.666666666666667	4.49439593908629	0.25	0.462962962962963	0.173913020134228	0	0	0	0	0.25	0	2.57007915807504	0	0	10.6467826390745	0.333333344018464	0	0	0.335981449707802	0	0.33333358428359	0	0.545703042974509	5.14282978723404	0	0	19.4286767895879	0	40.9265589157587	235.532803547629	0	26.89810946937	0.5	0	0	0	0	17.3331052631579	0	0	0	0	0	0	0	0	0	1.144	0.428142603053334	170.71216046119	43.1104468442103	0	0	0	0	23.6193081203762	0.2	0	0	0	0.634539820487717	0	0	3077.09327874154	1.75294737656541	0	0.341296173044925	0	0	0.311919708859437	1.5	4.19047619047619	0	0	0	0	4.41812994906023	0	7.80825033593729	5.54240277301312	0	1.71715730982161	0	4.15854106609821	0.25	0	1.14291428571429	0	0	0	13.746387548459	16	48.7236081791144	1727.05725071234	1.32610412696161	0	0	0	0	0	7.69472360771214	0.5	0.642687001647968	1.32339499741194	56.762227268662	28.0059536795806	0.333333358693445	0	0	0	NA
"SC21"	0	0	0	0	0	0	0	0	0	0	412.66666666667	0	0	0	0	0	0	0	212	0.349650887573964	0	1764.50000000024	4.4	199.404811504078	18.3452436548223	248.238476165356	0	17.1328662790698	2.45098461538461	0	0	0	0	0.5	0	0	0	66	0	0.333333333333333	3.71428571428571	8.94309028727771	1.48462334247828	17.0212784134249	0	0	1.715678125	108.943162409639	0	0	0	107.046037523452	0	0	0	0	0	0.572246050360668	0	0	2389.1609154738	1.66664285714286	0	0	1.39860046189377	155.555487597186	0	0	0	19.230760197775	0	0	0	0	0	0	0	0	0	0	0	0	1.10344576116682	0	0	0.94339624541305	0	0	0	0	0	11.1587979223834	0	0	0	0	0	0	0	22.5	1	0	26.0000042742068	42.9999762080414	26.5	5.66037878787879	0	0	0	0	0	0	20.6666849557522	0	0	17.25	0	0.349649831649832	0.275861973135711	1068.79999999997	0	378.333272508034	219	0	0	0	8	0.333333333333333	0.699302325581395	0	0	0	1.04602510683128	0	0	0	0	288.301974222897	0	1.33333333333333	0	0.25	0	0	0	0	0	0	0	0	0.70093067947501	0.537635568513119	0	0.626281331710266	51.500001650853	1.93370097688409	41.3173656509695	0	0	0	0	0	0.190475177304964	0	0	2.28572668112798	0	2.76530803484857	11.8720405028509	0	81.8389288110617	0.5	0	0	0	0	1.52378947368421	0	0	0	0	0	1.5	0.335379352117708	0	0	1.144	0	135.943899674797	0.736930715285646	0	0	0	0	1.52382633034685	0	0	0	0	0	0	0.5	2266.73433484313	0	2.20994446489124	0	0	0	0	0	0.761904761904762	0	0	0	0	1.47270998302008	0	0.509233717561128	0	0	0.132089023832432	0	7.58322194406144	34.75	0	0	0.5	0	0	72.1036931787095	0	1.66103209701527	675.789068590909	1.59132495235393	0	0	0	0	0	1.09924622967316	0	0.128537400329594	0	0	0.979229149635685	0	0	0	0	NA
