""	"Abiotrophia"	"Acetanaerobacterium"	"Acetatifactor"	"Acetitomaculum"	"Acetivibrio"	"Acidaminococcus"	"Actinobacillus"	"Actinomyces"	"Aerococcus"	"Akkermansia"	"Alistipes"	"Allisonella"	"Alloprevotella"	"Alloscardovia"	"Anaerococcus"	"Anaerofustis"	"Anaeroplasma"	"Anaerosporobacter"	"Anaerostipes"	"Anaerotruncus"	"Atopobium"	"Bacteroides"	"Barnesiella"	"Bifidobacterium"	"Bilophila"	"Blautia"	"Brachyspira"	"Butyricicoccus"	"Butyricimonas"	"Butyrivibrio"	"Campylobacter"	"Catabacter"	"Catenibacterium"	"Cerasicoccus"	"Christensenella"	"Cloacibacillus"	"Clostridium_III"	"Clostridium_IV"	"Clostridium_XI"	"Clostridium_XVIII"	"Clostridium_XlVa"	"Clostridium_XlVb"	"Clostridium_sensu_stricto"	"Collinsella"	"Comamonas"	"Coprobacillus"	"Coprobacter"	"Coprococcus"	"Corynebacterium"	"Desulfovibrio"	"Dialister"	"Dorea"	"Eggerthella"	"Eisenbergiella"	"Elusimicrobium"	"Enterococcus"	"Enterorhabdus"	"EscherichiaShigella"	"Eubacterium"	"Ezakiella"	"Faecalibacterium"	"Faecalicoccus"	"Faecalitalea"	"Finegoldia"	"Flavonifractor"	"Fusicatenibacter"	"Fusobacterium"	"Gardnerella"	"Gemella"	"Gemmiger"	"Gordonibacter"	"Granulicatella"	"Haemophilus"	"Halomonas"	"Helicobacter"	"Herbaspirillum"	"Hespellia"	"Holdemanella"	"Holdemania"	"Howardella"	"Hungatella"	"Hydrogenoanaerobacterium"	"Intestinibacter"	"Intestinimonas"	"Lachnoanaerobaculum"	"Lactobacillus"	"Lactococcus"	"Lactonifactor"	"Lautropia"	"Leuconostoc"	"Megasphaera"	"Methanobrevibacter"	"Methanosphaera"	"Mitsuokella"	"Mobiluncus"	"Mogibacterium"	"Murdochiella"	"Murimonas"	"Mycoplasma"	"Odoribacter"	"Olsenella"	"Oribacterium"	"Oscillibacter"	"Parabacteroides"	"Paraprevotella"	"Parasutterella"	"Parvibacter"	"Parvimonas"	"Pediococcus"	"Peptococcus"	"Peptoniphilus"	"Peptostreptococcus"	"Phascolarctobacterium"	"Photobacterium"	"Porphyromonas"	"Prevotella"	"Pseudobutyrivibrio"	"Pseudoflavonifractor"	"Romboutsia"	"Roseburia"	"Rothia"	"Ruminococcus"	"Ruminococcus2"	"Runella"	"Scardovia"	"Senegalimassilia"	"Slackia"	"Solobacterium"	"Sporobacter"	"Staphylococcus"	"Stomatobaculum"	"Streptobacillus"	"Streptococcus"	"Streptophyta"	"Subdoligranulum"	"Succiniclasticum"	"Succinivibrio"	"Sutterella"	"Terrisporobacter"	"Turicibacter"	"Varibaculum"	"Veillonella"	"Victivallis"	"Weissella"	"unclassified_Acanthopleuribacteraceae"	"unclassified_Acetobacteraceae"	"unclassified_Acidaminococcaceae"	"unclassified_Actinomycetaceae"	"unclassified_Aerococcaceae"	"unclassified_Alcaligenaceae"	"unclassified_Alteromonadales"	"unclassified_Anaeroplasmataceae"	"unclassified_Bacillaceae"	"unclassified_Bacillales"	"unclassified_Bacteroidaceae"	"unclassified_Bacteroidales"	"unclassified_Bdellovibrionaceae"	"unclassified_Bifidobacteriaceae"	"unclassified_Bryobacter"	"unclassified_Candidatus"	"unclassified_Cardiobacteriaceae"	"unclassified_Carnobacteriaceae"	"unclassified_Catabacteriaceae"	"unclassified_Chitinophagaceae"	"unclassified_Chloroplast"	"unclassified_Christensenellaceae"	"unclassified_Chryseolinea"	"unclassified_Clostridiaceae"	"unclassified_Clostridiales"	"unclassified_Comamonadaceae"	"unclassified_Coriobacteriaceae"	"unclassified_Cryomorphaceae"	"unclassified_Cryptosporangiaceae"	"unclassified_Cyclobacteriaceae"	"unclassified_Cystobacteraceae"	"unclassified_Cytophagaceae"	"unclassified_Defluviitaleaceae"	"unclassified_Dehalococcoidaceae"	"unclassified_Dehalogenimonas"	"unclassified_Deinococcaceae"	"unclassified_Desulfobacteraceae"	"unclassified_Desulfohalobiaceae"	"unclassified_Desulfomicrobiaceae"	"unclassified_Desulfovibrionaceae"	"unclassified_Dietziaceae"	"unclassified_Ectothiorhodospiraceae"	"unclassified_Enterobacteriaceae"	"unclassified_Enterococcaceae"	"unclassified_Erysipelotrichaceae"	"unclassified_Eubacteriaceae"	"unclassified_Flammeovirgaceae"	"unclassified_Flavobacteriaceae"	"unclassified_Fodinibius"	"unclassified_Geminicoccus"	"unclassified_Gracilibacteraceae"	"unclassified_Halomonadaceae"	"unclassified_Haloplasmataceae"	"unclassified_Heliobacteriaceae"	"unclassified_Holophagaceae"	"unclassified_Hyphomonadaceae"	"unclassified_Ignavibacteriaceae"	"unclassified_Kofleriaceae"	"unclassified_Lachnospiraceae"	"unclassified_Lactobacillaceae"	"unclassified_Marinilabiliaceae"	"unclassified_Mariprofundaceae"	"unclassified_Methanobacteriaceae"	"unclassified_Microbacteriaceae"	"unclassified_Micrococcaceae"	"unclassified_Natranaerobiaceae"	"unclassified_Natranaerovirga"	"unclassified_Neisseriaceae"	"unclassified_Oceanospirillaceae"	"unclassified_Oleiphilaceae"	"unclassified_Oligosphaeraceae"	"unclassified_Oxalobacteraceae"	"unclassified_Paenibacillaceae"	"unclassified_Pasteurellaceae"	"unclassified_Peptococcaceae"	"unclassified_Peptoniphilaceae"	"unclassified_Peptostreptococcaceae"	"unclassified_Planococcaceae"	"unclassified_Porphyromonadaceae"	"unclassified_Prevotellaceae"	"unclassified_Prolixibacteraceae"	"unclassified_Proteinivoraceae"	"unclassified_Puniceicoccaceae"	"unclassified_Rhodobacteraceae"	"unclassified_Rhodocyclaceae"	"unclassified_Rhodospirillaceae"	"unclassified_Rickettsiaceae"	"unclassified_Rikenellaceae"	"unclassified_Ruminococcaceae"	"unclassified_Sphingobacteriaceae"	"unclassified_Spirochaetaceae"	"unclassified_Sporolactobacillaceae"	"unclassified_Streptococcaceae"	"unclassified_Succinivibrionaceae"	"unclassified_Sutterellaceae"	"unclassified_Synergistaceae"	"unclassified_Syntrophobacteraceae"	"unclassified_Thermoactinomycetaceae"	"unclassified_Thermoanaerobacteraceae"	"unclassified_Vallitalea"	"unclassified_Veillonellaceae"	"unclassified_Verrucomicrobiaceae"	"unclassified_Victivallaceae"	"unclassified_Vulgatibacteraceae"	"unclassified_Xanthomonadaceae"	"X.1"
"SC22"	0	0	0	0	0	35.111060518732	0	7.11610498648241	0	24.6666755491538	1029.33333333331	0	0	0	0.25	0	0	0	229	7.34266863905325	1	481.00000000002	81.2000000000006	578.273953361829	95.3233248730968	849.864477352131	0	0.349650332225914	13.4804153846154	0	0.699300519718741	0	0	0	0	0	0	25	0	7	0.571428571428571	4.87804924760602	1.27253429355281	887.234137299755	0	3	1.47058125	162.059729156628	0	14.5658214216541	45.8181768883151	328.726186116321	0	1.35501185770751	1	0	0	0.858369075541001	0.333333333333333	0.214133333333333	1452.44759884068	0	0	0	2.44755080831409	8.67208293224731	0.2	0	0	24.8251631644005	1	0	0	0	0	0	0	52.6667055350553	1.33333333333333	6.233	2.16802693602694	0	6.89653600729261	47.2026315789473	0	0.56603774724783	0	0	0	0	0	177.682397687181	0	0	0	0	0.214133757961784	0	0	6	0	0	29.6666715436463	71.5713889708596	13.5	0	0	0	0	0	0	0.137931111111111	1.33333451327434	0	0	2.5	0	3.49649831649832	5.24137748957851	442.799999999992	0	21.333329903537	402	0	0	123.403999999999	28.5	0	1.74825581395349	0	0	0	7.11297072645273	0	0	0	0	3.01886884003033	0	0	1.12359898477157	0	0.462962962962963	0	0	0	0.666665589491403	0	0	0	28.7381578584755	0	0.118892156357565	19.5399775493603	1.66666672009232	0.276242996697727	0	2.68785159766242	0	0	0	0.272851521487255	1.14285106382979	0	0	5.33336225596529	0	15.3474595934095	574.309959325405	0	160.816356614744	0	0	0	0.5	0	4.95231578947369	1	0	0	0	0	0	1.67689676058854	0	0	3.289	0	1044.09087141539	17.1336391303913	0	0	0	0	84.1914047516632	0	0.537639344262295	21.125	0	0	0	0.5	1118.89140345003	0.19477193072949	0.552486116222811	0	0	0	0	1.75	0.952380952380952	0	0.169958345041282	0	0	7.36354991510038	0.756021209086309	0	5.32070666209259	0	1.98133535748647	0	3.42468087796323	0	46	0	3.5	0.265213142804164	0	0	8	1.10735473134351	2067.70187617126	1.32610412696161	0	0	0	0	0	3.29773868901949	0.5	4.75588381219496	0	0.190477272713632	60.3205156175582	0	0	0	0	NA
"SC23"	0.25	0	0	0	0	0	0	0.749063682787622	0	0	0	0	0	0	0	0.181811320754717	0	0	466	0.699301775147929	0	1911.00000000031	0	353.273897396027	15.827269035533	254.742541043051	0	2.4475523255814	0	0	0	0	0	0	0	0	0	8	0	6.33333333333333	7.42857142857144	15.1761532147743	0.424178097850938	3.7234046529367	0	0	0	6.77507228915664	0	0	0	75.6097328330207	7.00001966292134	0.271002371541502	0	0	0	0	0	0	4626.92322471211	2.99995714285714	0	0	1.74825057736721	19.5121865975565	0	0	0.257069314349944	0	0	0	0	0	0	0	0	0	0.333333333333333	6.233	0.813010101010101	0	0.137930720145852	6.99298245614035	0	0.37735849816522	0.68376060052749	0	0	0	0	0	0	0	0	0.190476082004556	0	0	0	0	0	0	11.0000018083183	72.9999596090006	41.5	3.77358585858586	0	0	0	0	0	0	22.8889091445428	0	0	0	0	1.74824915824916	1.10344789254284	1510.80000000007	0	367.666607556266	5	0	0	0	0	0	0.349651162790697	0	0	0	1.88284519229631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66666672009232	0	0	2.35187014795461	0	0	0	0	0	0	0	0	0	0	4.66401591183429	0	43.4948153121727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716.226172199697	0	0	0	0	0	0	0	0	0	0	0	0	0	322.724385013333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132089023832432	0	0.733860188134978	0.25	0	0	0	0	0	0	0	0	240.907985927404	0	0	0	0	0	7.92450684808495	0	0	0	0	0	0.195845829927137	0	0	0	0	NA
"SC24"	0.25	0	0	0	0	3.11110662824207	0	1.12359552418143	0	1.00000036010083	582.666666666668	0	0	0	0	0	0	0	248	0.349650887573964	0	1713.16666666689	12.4	0.297619121647882	22.3020609137056	342.547416891931	0	2.79720265780731	9.31374153846153	0	0	0	0	0	0	0.363635443037975	0	14	0	2	10.7142857142857	10.5691067031464	2.22693501371742	4.25531960335623	0	0	3.92155	10.8401156626506	0	0	0	156.910520825516	0.333334269662921	0	0	0	0	0.286123025180334	0.166666666666667	0	3963.98614060026	0	0	0	5.24475173210162	69.3766634579786	0	0	0	0	3	0	0	0	0	0	0	0	0.333333333333333	0	1.08401346801347	0	1.24137648131267	1.04894736842105	0	0.37735849816522	0	0	0	0	0	0	0	0	0	2.47618906605923	0	0	0	9.5	0	0	25.0000041098143	321.71410770932	0.25	107.169838383839	0	0	0	0	0	0.137931111111111	31.3333610619469	0	0	0	0	2.79719865319866	0.137930986567855	1325.20000000003	0	137.666644533761	547	0	0	0	0	0	0	0	0	0	3.55648536322636	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.250512532684107	1.00000003205539	0	192.814373037858	0	1.5	0	0	0.272851521487255	0.190475177304964	0	0	0	0	0.138265401742428	2.96801012571273	0	73.2544257889224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.861	0.214071301526667	3.47682607863933	0.368465357642823	0	0.311793533401691	0	0	0	0	0	0	0	0	0	0	1205.46214877024	0	0.276243058111405	0.341296173044925	0	0	0	0	0	0	0	0	0	3.43632329371351	0	0	0.443392221841049	0	0	0	2.93544075253991	0	0	0	0	0	0	35.0143833781503	0	1.10735473134351	412.513674533239	0.530441650784643	0	0	0.197059776470619	0	0	0	0	0.514149601318374	0	0.190477272713632	1.5667666394171	0	0	0	0	NA
"SC25"	0	0.699315789473684	0	0	0	0	0	0.749063682787622	0	141.666717680952	1819.3333333334	0	0	0	0	0	0	0	74	1.04895266272189	0	274.83333333333	129.600000000001	38.6904858142246	2.87768527918782	291.598908683321	0	1.04895099667774	13.7255138461538	0	0	0.190475177304964	0	0	0	0	0.194552405063291	169	0.0952380595148787	0	3.28571428571428	0.813008207934337	5.51431527206219	92.0212864225785	0	0	0	489.702225060222	0	0	0	143.089386866791	0	0	0	0	0	0.143061512590167	0	0	3003.49659943188	4.99992857142857	0	0	1.04895034642032	166.937596445761	0	0	0	52.4475278121137	0	0	0	0	0	0	0	0	0	0	0.271003367003367	0	3.03447584320875	18.881052631579	0	0.37735849816522	0	0.271	0	0	0	0	0	0	0	0	0	0	0	12	27	0.271003333333333	32.3333386486931	44.8571180376246	113.75	76.2264343434346	0	0	0	13.2780671140939	0	0	0.888889675516224	0	0	381	1.0840125984252	4.54544781144782	4.41379157017137	327.599999999998	0	1039.99983279742	396	0	0	0	0	0	2.44755813953488	0	0	0	14.0167364315392	0.452488647204731	0.349648484848485	0	0	0	0.413792954708842	20.6666666666667	0	6.75	0	0	0	0	327.999470029768	0	0	0.399825487591928	0.467287119650006	0.537635568513119	0	2.37986906049901	3.83333345621233	0.276242996697727	0	0.671962899415604	0	0.66666716856718	0	0.136425760743627	1.33332624113475	0	0	2.09524945770065	0	12.3056207550761	51.0921743069123	0	50.3624177298842	0	0	0	0	0	0.380947368421053	0	0	0	0	0	0	83.1740793251916	0	0	0.858	0	37.8974042571687	7.73777251049928	0	0	0	0	20.0002205858024	0	0	0.125	0	0	3	0.5	1280.39551521135	0	0	0	0	0	0	0.75	0.19047619047619	0	0	0	0	9.81806655346717	0.216006059738945	2.37642401528527	1.33017666552315	0	0.132089023832432	0	16.1449241389695	19.5	0	0	5.5	0	0	0.259365802801114	4	29.3449003806031	1857.96159009752	0	0	0	0	0	123.018534879796	0	0	0.514149601318374	0	0.190477272713632	16.8427413737338	0	0	0	0	NA
"SC26"	0	0	0	0	0	0	0	0	0	0	708.666666666661	0	0	0	0.25	0.181811320754717	0	0	38	1.39860355029586	0	1644.16666666686	37.2	163.392897784686	26.6185888324873	427.371263005202	0	0.699300664451828	4.4117723076923	0	0	0	0	0	0	0	0	11	0	1.33333333333333	6.85714285714286	13.0081313269494	3.3934247828075	134.042567505722	0	0	0	34.4173672289157	0	0	10.7272715730579	87.8048510318948	0.666668539325842	0.271002371541502	0	0	0	0.429184537770501	0	0	5650.34983082782	0	0	0	4.1958013856813	131.165254350239	0	0	0	53.8461285537701	2	0	0	0	0	0	0	0	1	0	0	0	3.58619872379216	1.74824561403509	0	0.18867924908261	0.170940150131872	0	0	0	0	0	0	0	0	0	0	0	0	9.5	0	0	36.3333393062633	107.999940243453	38.5	4.52830303030303	0	0.21413315926893	0	0	0	0.137931111111111	11.3333433628319	0	0	186.5	0	1.0489494949495	14.344822603057	922.799999999965	0	547.333245337613	159	0	0	0	0	0	1.04895348837209	0	0	0	2.09205021366257	0	0	0	0	49.8113358605005	2.48275772825306	11	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	2.83333342415694	0	0	0.671962899415604	0	0	0	0	0	0	0	0	0	0	2.96801012571273	0	8.58450302213937	0	0	0	0	0	0.952368421052632	0	0	0	0	0	0	0	0.389105098039216	0	1.573	0	13.2119390988294	0.736930715285646	0	0	0	0	0	0	0	0	0	0	0	0	560.013378743459	0	0.276243058111405	0	0	0	0	0	0	0	0	0	0	4.90903327673359	0	0.509233717561128	0	0	0.264178047664863	0	0.978480250846638	5	0	0	0	0	0	0	0	2.21470946268702	552.218305641835	0	0	0	0	0	0	0	0	0	0	0	0.783383319708548	0	0	0	0	NA
"SC27"	0	0	0	0	0	0	0	2.62172288975668	0	0	92.6666666666668	0	0	0	0	0	0	0	193	0.349650887573964	0	860.833333333277	5.8	216.369101438007	1.07913197969543	1562.87258956966	0	1.04895099667774	1.96078769230769	0	0	0	0	0	0	0	0	41	0	8	9.14285714285715	14.9051504787962	0.424178097850938	90.9574565217395	0	0	0.490193749999999	442.27671903613	0	0.840335851249273	167.636345599308	249.593419136964	0	0	0	0	0	0	0	0	3343.70640050826	0.999985714285714	24.0005853658536	0	1.74825057736721	626.015986671617	0	0	0	107.69225710754	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0.413792160437557	0.349649122807018	0	0.37735849816522	3.41880300263745	0.271	0	0.5	0	1.28755360642885	0	0	0	0.380952164009112	0	0	0	1.5	0	0	13.0000021371034	24.8571291036518	39.5	57.3585050505052	0	0	0	0	0	0	9.33334159292036	0	0	3.75	0	0	4.41379157017137	1461.20000000006	0	75.3333212218649	821	0	0	0	0	0.333333333333333	0.349651162790697	0	0	0	11.9246862178766	0.452488647204731	0	0	0	0	1.93103378864127	0.666666666666667	0	0.25	0	0	0	0	0	0	0	0	0.233643559825003	0	0	0.37576879902616	0	0.276242996697727	0	0.671962899415604	0	0	0	0.136425760743627	0	0	0	0.571431670281996	0	4.4244928557577	13.7800470122377	0	26.89810946937	0	0	0	0	0.334463635247297	1.14284210526316	0	0	0	0	0	1	0.335379352117708	0	0	0	0	935.613897761838	0.921163394107058	0	0	0	0	0	0	0	0	0	0	0	0	1825.93312998333	0	0	0	0	0	0	0.25	0	0	0.169958345041282	0	0	0	0	0.339489145040752	6.42918721669522	0	0.264178047664863	0	0.244620062711659	0.75	0	0	1	0	0	0.259365802801114	0	0	1718.99031663258	0	0	0	0	0	0	0	0	0.257074800659187	0	0	74.8131070321664	0	0	0	0.388352831325614	NA
"SC28"	0	0	0	0	0	0	0	0.374531841393811	0	0	298.666666666666	3.63642857142857	0	0	0	0.181811320754717	0	0.542007352941177	314	0.699301775147929	0	858.833333333278	12.4	176.190520015545	13.6690050761421	707.588058152556	0	15.3846146179402	1.71568923076923	0	0	0	23.3333542039356	0	0	0	0	12	0	2.66666666666667	2.57142857142857	2.71002735978112	0	150.000016018307	0	0	5.63722812499999	29.2683122891567	0	23.2492918845632	0	125.745218761725	0.333334269662921	0	0	0	0	0.143061512590167	0	0	2137.06300532367	0.999985714285714	0.666682926829269	0	5.24475173210162	270.460586449466	0	0	0	175.174742892458	0	0	0	0	0	0	0	0	1	0	0	0	6.75860528714676	13.9859649122807	0	0.18867924908261	0	0.271	0	0.5	0	0	0	2.54546031746032	0	0	0	0	0	2.5	0	0	17.6666695709354	33.5714099963114	0	4.52830303030303	0	0	0	0	0	0	1.55555693215339	0	0	34	0	0.349649831649832	1.37930986567855	428.399999999993	0	135.333311575562	206	0	0	2.12765517241379	0	0.333333333333333	0.349651162790697	0	0	0	3.34728034186011	0.904977294409462	0.349648484848485	0	0	22.2641576952237	0.413792954708842	4.66666666666667	0	0	0	0	0	0	29.5555078007854	0	0	0	0	0	0	0.250512532684107	1.33333337607385	0	0	2.68785159766242	0	0	0	0	0.190475177304964	0	0	0	0	1.10612321393943	8.4800289306078	0	18.3136064472307	0	0	0	0	0	0.571421052631579	0	0	0	0	0	0	0.335379352117708	0	0	0	0	21.2086390796999	0.368465357642823	0	0	0	0	1.33334803905349	0	0	0	0	0	0	0.5	468.61737876606	0	0	0	0	0	0	0	0	0	0	0	0	3.43632329371351	0	0	3.54713777472839	0	0.660445119162158	0	1.46772037626996	0	0	0.190485714285714	2	0	0	0.778097408403342	0	0.553677365671756	1305.00992681222	1.32610412696161	0	0	0	0	0	0	0	0.771224401977561	0.330848749352984	0	0.195845829927137	0	0	0	0	NA
"SC29"	0	0	0	0	0	0	0	2.24719104836287	0	0	2	0	0	0	0	0	0	0	1167	0	0	110.500000000001	0	436.012013214135	16.9064010152284	2485.90779679588	0	5.24475498338871	0	0	0	0	0	0	0	0	0	28	0	3.66666666666667	13.7142857142857	2.71002735978112	0	31.9148970251717	0	0	0.245096875	242.005582168677	0.223214278494173	0	201.090887454267	485.636706941826	0.666668539325842	0	0	0	0	0.143061512590167	0.166666666666667	0	1690.55949455823	0	0	0	3.14685103926097	388.888718992972	0	0	0.257069314349944	32.1678170580964	2	0	0	0	0	0	0	0	0.333333333333333	0	0	0	2.62068368277119	12.9370175438596	0	0	3.93162345303307	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	8.00000131514056	31.4285540391	0	0	0	0	0	0	0	0	0	0	0	0	0	0.699299663299664	3.03448170449282	2842.00000000037	0	19.3333302250804	491	0	0	0	0	0	0.349651162790697	0	0	0	15.8995816238355	0	0.699296969696971	0	0	0.377358605003791	0.275861969805895	0	0	0	0	0	0	0	0	0.376009193231346	0	0	0	0	0	0	0.166666672009232	0	0	2.35187014795461	0	0	0	0.545703042974509	0	0	0	0	0	0.553061606969713	8.05602748407741	0	725.104355270049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.572	0	992.286162843658	0.368465357642823	0	0	0	0	0.190478291293356	0	0	0	0	0	0	0	1710.41085671996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132089023832432	0	0.489240125423319	0.25	0	0	0	0	0	0	0	0	248.974920007165	0	0	0	0	0	2.26414481373856	0	0.5	0	0	0	0.783383319708548	0	0	0	0	NA
"SC30"	0	0	0	0	0	0	0	0.374531841393811	0	0	505.333333333339	0	0	0	0	0.181811320754717	0	0.271003676470588	731	0.349650887573964	0	2124.33333333364	18.6	0.297619121647882	0	291.869911386559	0	48.9510465116279	1.22549230769231	0	0	0	0	0	0	0	0	13	0	0.333333333333333	2.57142857142857	4.87804924760602	1.27253429355281	15.9574485125859	0	0	0	405.149322891555	0.223214278494173	0	5.27272670540133	60.9755909943717	0	0	0	0	0	0.858369075541001	0	0	4715.73441636001	0.333328571428571	0	0	1.74825057736721	137.398313957792	0	0	0	147.552378244746	1	0	0	0	0	0	0	0	2	0	0	0	1.79309936189608	10.4894736842105	0	0.18867924908261	0.68376060052749	0	0	0	0	0	0	0	0	0	0	0	0	16	7	0	14.3333356896268	9.85713740317228	0	0	0	0	0	0	0	0	7.1111174041298	0	0	0	0	0.699299663299664	3.7241366373321	3273.60000000047	0	542.333246141472	144	0	0	0	0	0	0	0	0	0	14.0167364315392	0	0	0	0	0.377358605003791	0.137930984902947	0.333333333333333	0	9.75	0	0	0	0	0	0	0	0	0	0	0	0.37576879902616	2.83333342415694	0	0	0	0	0.33333358428359	0	0.136425760743627	0	0	0	0	0	0.82959241045457	5.93602025142546	0	41.7779147077449	0	0	0	0	0	1.33331578947369	0	0	0	0	0	0	0	0	0	4.862	0	64.3212824548274	1.10539607292847	0	0.311793533401691	0	0	0.571434873880068	0	0	0	0	0	0	0	1188.71567672469	0	0.276243058111405	0	0	0	0	0	0	0	0	0	0	0	0	0.678978290081504	0.221696110920525	0	0.132089023832432	0	0.978480250846638	0	0	0	1.5	0	0	0	0	7.75148311940458	591.086260753414	0	0	0	0	0	0	0	0	0	0	0	0.195845829927137	0	0	0	0	NA
"SC31"	0	0	0	0	0	0	0	0	0	0.666666906733887	355.333333333335	6.18192857142857	0	0	0	0	0	0.271003676470588	42	0	0	3243.99999999928	26.5999999999999	94.6428806840268	15.4675583756345	255.284546449525	0	0.349650332225914	1.96078769230769	0.166666549543219	0	0	0	0	0	0	0	25	0	0	1.42857142857143	37.6693803009576	0	12.7659588100687	0	0	0.735290624999999	50.9485436144577	0	17.3669409258183	0	93.766908818011	0	0	0	0	0	0	0	0	930.069959777555	0	0	0	2.09790069284065	52.032497593484	0	0	0	38.8111705809642	0	0	0	0	0	0	0	63.6667136531365	1	0	0	0	0	3.14684210526316	0	0	0	0	0	0	0	0	0	0	0	3.80952164009112	0	0	0	5	0	0	12.0000019727108	384.28550165988	0	0.754717171717172	0	0	0	0	0	0	58.8889410029499	0	0	0	0	0.699299663299664	0.275861973135711	2818.40000000037	0	102.333316881028	39	1	0	1.59574137931034	1	0	0	0	0	0	2.51046025639508	0	0.349648484848485	0	0	215.849122062169	0	0	0	0.75	0.462962962962963	0	0	0	0	0	0	0	0	0	0	0	4.00000012822157	0.276242996697727	5.3892216066482	0.671962899415604	0	0	0	0.136425760743627	0	0	0	0	0	0.276530803484857	5.93602025142546	0	5.15070181328362	0	0	0	0	0.334463635247297	0.190473684210526	0	0	0	0	0	0	0.335379352117708	0	0	0	0	59.8014085525963	0.552698036464235	0	0	0	0	0	0	0	0	0	0	0	0	539.577006077703	0	0.552486116222811	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221696110920525	0	0	0	5.13702131694485	0.25	0.5	0	0	0	0	1.55619481680668	0	0.553677365671756	528.750861046166	0.530441650784643	0	0	0	0	0	0	0	0	0	0	0.587537489781411	0	0	0	0	NA
"SC32"	0	0	0	0	0	0	0	1.87265920696906	0	0	18.6666666666667	0	0	0	0	0	0	0	1541	0	1	396.00000000001	0.2	52.6785845316751	0	267.75067079844	0	30.4195789036545	0	0	0	0	0	0	0	0	0	6	0.190476119029757	6.33333333333333	6.71428571428572	7.85907934336526	0.106044524462734	37.2340465293669	0	0	0.490193749999999	94.8510120481929	1.11607139247087	0	0	134.417302814258	1.66667134831461	0	0	0.419287272184045	0	0.715307562950835	0	0	2677.27281278823	0	0	0	0	120.054148093298	0	0	0.257069314349944	55.2447292954265	0	0.13642568981922	0	0	0	0	0	0	0	0	0	0	2.75861440291705	0	0	0.18867924908261	0.170940150131872	0	0	0	0	0	0	0	0	0.380952164009112	0	0	0	0.5	0	0	1.00000016439257	1.571427701955	29.5	0	0	0.21413315926893	0	0	0	0.413793333333333	145.333461946903	0	0	1865.25	0	0.349649831649832	55.0344636405738	3582.40000000054	0	284.333287620576	700	0	0	0	0	0.333333333333333	0	0	0	0	116.31799187964	0	0	0	0	88.3019135708873	0.413792954708842	0.333333333333333	0	1.5	0	1.04347812080537	0	0	0	0	0	0	0	0	0	0.125256266342053	0	0	0	0.335981449707802	0	0	0	0.954980325205391	0	0	0	0.380954446854664	0	0.276530803484857	1.27200433959117	0	9.15680322361533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.144	0.428142603053334	0.695365215727866	0	0	0	0	0	0	0	0	0	0	0	0	0	906.296360024319	0.19477193072949	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01846743512226	0	0	1.32089023832432	0	0	2	0.5	0	0	0	0	0	0	0	396.013127551908	0	0	0	0	0	0	0	0	0	0	0	0.391691659854274	0	0	0	0	NA
