""	"Abiotrophia"	"Acetanaerobacterium"	"Acetatifactor"	"Acetitomaculum"	"Achromobacter"	"Acidaminococcus"	"Acinetobacter"	"Actinomyces"	"Aerococcus"	"Aeromonas"	"Aestuariispira"	"Akkermansia"	"Alistipes"	"Allisonella"	"Allobaculum"	"Alloprevotella"	"Alloscardovia"	"Anaerobiospirillum"	"Anaerococcus"	"Anaerofilum"	"Anaerofustis"	"Anaeroglobus"	"Anaerophaga"	"Anaerosporobacter"	"Anaerostipes"	"Anaerotruncus"	"Anaerovorax"	"Anoxybacillus"	"Aquabacterium"	"Arcanobacterium"	"Asticcacaulis"	"Atopobium"	"Azospira"	"Bacillus"	"Bacteroides"	"Barnesiella"	"Bifidobacterium"	"Bilophila"	"Blautia"	"Brachyspira"	"Brevibacterium"	"Bulleidia"	"Butyricicoccus"	"Butyricimonas"	"Butyrivibrio"	"Campylobacter"	"Cardiobacterium"	"Carnobacterium"	"Catabacter"	"Catenibacterium"	"Cellulosilyticum"	"Centipeda"	"Cerasicoccus"	"Cetobacterium"	"Christensenella"	"Citrobacter"	"Cloacibacillus"	"Cloacibacterium"	"Clostridium_III"	"Clostridium_IV"	"Clostridium_XI"	"Clostridium_XVIII"	"Clostridium_XlVa"	"Clostridium_XlVb"	"Clostridium_sensu_stricto"	"Collinsella"	"Comamonas"	"Coprobacillus"	"Coprobacter"	"Coprococcus"	"Coriobacterium"	"Corynebacterium"	"Cronobacter"	"Cryptobacterium"	"Desulfovibrio"	"Dialister"	"Dolosigranulum"	"Dorea"	"Dysgonomonas"	"Eggerthella"	"Eggerthia"	"Eisenbergiella"	"Elusimicrobium"	"Enhydrobacter"	"Enterobacter"	"Enterococcus"	"Enterorhabdus"	"EscherichiaShigella"	"Eubacterium"	"Ezakiella"	"Facklamia"	"Faecalibacterium"	"Faecalicoccus"	"Faecalitalea"	"Finegoldia"	"Flavonifractor"	"Fretibacterium"	"Fructobacillus"	"Fusicatenibacter"	"Fusobacterium"	"Gardnerella"	"Gemella"	"Gemmiger"	"Gordonibacter"	"Granulicatella"	"Haemophilus"	"Hafnia"	"Helicobacter"	"Herbaspirillum"	"Hespellia"	"Holdemanella"	"Holdemania"	"Howardella"	"Hungatella"	"Hydrogenoanaerobacterium"	"Intestinibacter"	"Intestinimonas"	"Jeotgalicoccus"	"Jonquetella"	"Kingella"	"Lachnoanaerobaculum"	"Lactobacillus"	"Lactococcus"	"Lactonifactor"	"Leptotrichia"	"Leuconostoc"	"Lysinibacillus"	"Mannheimia"	"Massilia"	"Megamonas"	"Megasphaera"	"Methanobrevibacter"	"Methanomassiliicoccus"	"Methanosphaera"	"Mitsuokella"	"Mobiluncus"	"Mogibacterium"	"Morganella"	"Moryella"	"Mucispirillum"	"Murimonas"	"Negativicoccus"	"Neisseria"	"Novosphingobium"	"Odoribacter"	"Oligosphaera"	"Olsenella"	"Oribacterium"	"Oscillibacter"	"Oxalobacter"	"Parabacteroides"	"Paraeggerthella"	"Paraprevotella"	"Parasutterella"	"Parvimonas"	"Pediococcus"	"Pelomonas"	"Peptococcus"	"Peptoniphilus"	"Peptostreptococcus"	"Phascolarctobacterium"	"Phenylobacterium"	"Phocaeicola"	"Porphyrobacter"	"Porphyromonas"	"Prevotella"	"Propionispira"	"Proteus"	"Providencia"	"Pseudobutyrivibrio"	"Pseudoflavonifractor"	"Pseudomonas"	"Pseudoramibacter"	"Pseudoscardovia"	"Pyramidobacter"	"Rhizobium"	"Rhodococcus"	"Rikenella"	"Robinsoniella"	"Romboutsia"	"Roseburia"	"Rothia"	"Ruminococcus"	"Ruminococcus2"	"Saccharibacteria_genera_incertae_sedis"	"Salmonella"	"Scardovia"	"Selenomonas"	"Senegalimassilia"	"Serratia"	"Shuttleworthia"	"Slackia"	"Snodgrassella"	"Solobacterium"	"Sphaerochaeta"	"Sphingomonas"	"Sporobacter"	"Staphylococcus"	"Stomatobaculum"	"Streptobacillus"	"Streptococcus"	"Streptophyta"	"Subdoligranulum"	"Succinatimonas"	"Succiniclasticum"	"Succinivibrio"	"Sutterella"	"Syntrophomonas"	"Tepidiphilus"	"Terrisporobacter"	"Treponema"	"Tumebacillus"	"Turicibacter"	"Ureaplasma"	"Vagococcus"	"Varibaculum"	"Veillonella"	"Victivallis"	"Weissella"	"Yersinia"	"unclassified_Acanthopleuribacteraceae"	"unclassified_Acetobacteraceae"	"unclassified_Acidaminococcaceae"	"unclassified_Actinomycetaceae"	"unclassified_Aerococcaceae"	"unclassified_Alcaligenaceae"	"unclassified_Alteromonadales"	"unclassified_Anaerolineaceae"	"unclassified_Anaeroplasmataceae"	"unclassified_Anaplasmataceae"	"unclassified_Anoxybacter"	"unclassified_Aquificaceae"	"unclassified_Bacillaceae"	"unclassified_Bacillales"	"unclassified_Bacteriovoracaceae"	"unclassified_Bacteroidaceae"	"unclassified_Bacteroidales"	"unclassified_Bdellovibrionaceae"	"unclassified_Beijerinckiaceae"	"unclassified_Beutenbergiaceae"	"unclassified_Bifidobacteriaceae"	"unclassified_Blastocatella"	"unclassified_Bogoriellaceae"	"unclassified_Bradymonadaceae"	"unclassified_Bradyrhizobiaceae"	"unclassified_Bryobacter"	"unclassified_Bryocella"	"unclassified_Burkholderiaceae"	"unclassified_Burkholderiales"	"unclassified_Caldisericaceae"	"unclassified_Candidatus"	"unclassified_Carnobacteriaceae"	"unclassified_Catabacteriaceae"	"unclassified_Cellulomonadaceae"	"unclassified_Chitinivibrionaceae"	"unclassified_Chitinophagaceae"	"unclassified_Chloroplast"	"unclassified_Christensenellaceae"	"unclassified_Chromatiaceae"	"unclassified_Chrysiogenaceae"	"unclassified_Clostridiaceae"	"unclassified_Clostridiales"	"unclassified_Comamonadaceae"	"unclassified_Coriobacteriaceae"	"unclassified_Corynebacteriaceae"	"unclassified_Cryomorphaceae"	"unclassified_Cryptosporangiaceae"	"unclassified_Cyclobacteriaceae"	"unclassified_Cytophagaceae"	"unclassified_Defluviitaleaceae"	"unclassified_Dehalococcoidaceae"	"unclassified_Deinococcaceae"	"unclassified_Dermatophilaceae"	"unclassified_Desulfobacteraceae"	"unclassified_Desulfobulbaceae"	"unclassified_Desulfohalobiaceae"	"unclassified_Desulfomicrobiaceae"	"unclassified_Desulfovibrionaceae"	"unclassified_Dietziaceae"	"unclassified_Echinimonas"	"unclassified_Ectothiorhodospiraceae"	"unclassified_Eilatimonas"	"unclassified_Elioraea"	"unclassified_Elusimicrobiaceae"	"unclassified_Enterobacteriaceae"	"unclassified_Enterococcaceae"	"unclassified_Erysipelotrichaceae"	"unclassified_Eubacteriaceae"	"unclassified_Ferroplasmaceae"	"unclassified_Ferrovaceae"	"unclassified_Flammeovirgaceae"	"unclassified_Flavobacteriaceae"	"unclassified_Fodinibius"	"unclassified_Fusobacteriaceae"	"unclassified_Geminicoccus"	"unclassified_Geobacteraceae"	"unclassified_Gracilibacteraceae"	"unclassified_Halanaerobiaceae"	"unclassified_Halobacteriaceae"	"unclassified_Halobacteroidaceae"	"unclassified_Haloferacaceae"	"unclassified_Halomonadaceae"	"unclassified_Haloplasmataceae"	"unclassified_Halothiobacillaceae"	"unclassified_Helicobacteraceae"	"unclassified_Heliobacteriaceae"	"unclassified_Hyphomonadaceae"	"unclassified_Ignavibacteriaceae"	"unclassified_Intrasporangiaceae"	"unclassified_Kiloniellaceae"	"unclassified_Kofleriaceae"	"unclassified_Lachnospiraceae"	"unclassified_Lactobacillaceae"	"unclassified_Leptospiraceae"	"unclassified_Leptotrichiaceae"	"unclassified_Leuconostocaceae"	"unclassified_Limisphaera"	"unclassified_Listeriaceae"	"unclassified_Luteivirga"	"unclassified_Marinilabiliaceae"	"unclassified_Marinimicrobia"	"unclassified_Mariprofundaceae"	"unclassified_Methanobacteriaceae"	"unclassified_Methanomassiliicoccaceae"	"unclassified_Methanoregulaceae"	"unclassified_Methanosarcinaceae"	"unclassified_Methylococcaceae"	"unclassified_Methylocystaceae"	"unclassified_Microbacteriaceae"	"unclassified_Micrococcaceae"	"unclassified_Micromonosporaceae"	"unclassified_Mooreiaceae"	"unclassified_Moraxellaceae"	"unclassified_Mycoplasmataceae"	"unclassified_Nannocystaceae"	"unclassified_Natranaerobiaceae"	"unclassified_Natranaerovirga"	"unclassified_Nautiliaceae"	"unclassified_Neisseriaceae"	"unclassified_Nitrospiraceae"	"unclassified_Oceanospirillaceae"	"unclassified_Oleiphilaceae"	"unclassified_Oligoflexaceae"	"unclassified_Oligosphaeraceae"	"unclassified_Opitutaceae"	"unclassified_Orbaceae"	"unclassified_Oxalobacteraceae"	"unclassified_Pacearchaeota"	"unclassified_Paenibacillaceae"	"unclassified_Paludibaculum"	"unclassified_Parachlamydiaceae"	"unclassified_Pasteurellaceae"	"unclassified_Peptococcaceae"	"unclassified_Peptoniphilaceae"	"unclassified_Peptostreptococcaceae"	"unclassified_Petrotogaceae"	"unclassified_Planctomycetaceae"	"unclassified_Planococcaceae"	"unclassified_Porphyromonadaceae"	"unclassified_Prevotellaceae"	"unclassified_Prolixibacteraceae"	"unclassified_Proteinivoraceae"	"unclassified_Pseudobacteriovoracaceae"	"unclassified_Pseudomonadaceae"	"unclassified_Puniceicoccaceae"	"unclassified_Rhizobiaceae"	"unclassified_Rhodobacteraceae"	"unclassified_Rhodobiaceae"	"unclassified_Rhodocyclaceae"	"unclassified_Rhodospirillaceae"	"unclassified_Rhodothermaceae"	"unclassified_Rickettsiaceae"	"unclassified_Rikenellaceae"	"unclassified_Ruminococcaceae"	"unclassified_Saprospiraceae"	"unclassified_Simkaniaceae"	"unclassified_Sinobacteraceae"	"unclassified_Sneathiellaceae"	"unclassified_Sphingobacteriaceae"	"unclassified_Spirochaetaceae"	"unclassified_Sporolactobacillaceae"	"unclassified_Staphylococcaceae"	"unclassified_Streptococcaceae"	"unclassified_Subdivision5"	"unclassified_Succinivibrionaceae"	"unclassified_Sulfolobaceae"	"unclassified_Sutterellaceae"	"unclassified_Synergistaceae"	"unclassified_Syntrophaceae"	"unclassified_Syntrophobacteraceae"	"unclassified_Syntrophomonadaceae"	"unclassified_Syntrophorhabdaceae"	"unclassified_Terrimicrobium"	"unclassified_Thermoactinomycetaceae"	"unclassified_Thermoanaerobacteraceae"	"unclassified_Thermodesulfobacteriaceae"	"unclassified_Thermofilaceae"	"unclassified_Thermoplasmatales"	"unclassified_Thermotogaceae"	"unclassified_Thiotrichaceae"	"unclassified_Vallitalea"	"unclassified_Veillonellaceae"	"unclassified_Verrucomicrobiaceae"	"unclassified_Victivallaceae"	"unclassified_Vulgatibacteraceae"	"unclassified_Waddliaceae"	"unclassified_Woesearchaeota"	"unclassified_Xanthomonadaceae"
"DC01"	0	0	0	0	0	169.1108674	0	2.247191048	0	0	0	3.666667987	224.6666667	0	0	113	0	0	0	0	1.090867925	0	0	0.271003676	331	0	0	0	0	0	0	0	0	0	565.1666667	17.6	4.761905946	22.66177157	311.9241114	0	0	0	17.48251661	3.921575385	0.333333099	0	0	0	0	0.333333631	0	0	0	0.153846076	0.190477223	0	2.545448101	0	0	25	0	0.333333333	39.42857143	15.98916142	0	7.446809306	0	0	29.16652812	2.981031807	0	0	0	0	20.44817238	112.7272606	0	132.7912871	0	0	0	0.271002372	0	0	0	0	0	0.143061513	0	0	0	130.4195846	0.333328571	0	0	2.797200924	0	0	57.45254943	1.8	0	0.385603972	1.398600742	1	0	0	0	0	0	0	1.000000738	0.333333333	0	0	0	0	7.342631579	0	0	0	0	0.377358498	0.17094015	0	0	0	0	0	0	0	0.142857072	48.06866797	0	0.75	0	0	0.190476082	0	0	0	0	0	0	0	4.25	0	0	0	17.66666957	0	48.71425876	0	0.75	20.37736364	0	0	0	0	0	0	1.111112094	0	0	0	0	6.25	0	0	0	0	3.146848485	0	0	0	0	0	0	0	0	1.379309866	929.6	0	8.999998553	8	0	0	0	0	3.191482759	0	0	0.5	0	0.333333333	0	0	0	0	0	0	1.673640171	0	0	0	1.55555606	0	0	0	0	0	0	0	0	0	0	0	0	0.925925926	0	0	0	0	1.777774905	0	0	0	0	0	0.537635569	0	0	0	0	0	0	1.333333376	0	12.57485042	0	0	0	0	0	0	0	0	0	0	0.983567203	0	0	0	0	0	0	0	0	0.380954447	0	0	0.967857812	2.968010126	0	24.03660846	0	0	0	0	0	2.285684211	0	0	0.361008474	0	0	0	0	1.676896761	0	0	0	0	0	0	0.858	0	19.12254343	0.552698036	0	0	0	0	0	2.033004559	0	0	0.190478291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	794.7478259	0	0	0	0	0	0	0	0.828729174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.388889217	0	0	0	0	0	0	0	0	0.221696111	0	0.132089024	0	0	0	9.05094232	5.75	0	0	0	0	7	0	0	0	0	69.25066935	0	0	11.62722468	230.2743001	0	0	0	0	1.326104127	0	0	0	0	0	0	0	43.01875146	0	0	0	0	0	0	0.1285374	0	0	0	0	0	0	0	1.17507498	0	0	0	0	0.884955927	0
"DC02"	0.25	0	0	0	0	61.99991066	0	0	0	0	0	1.00000036	75.33333333	0	0	168	0	0	0	0	0	0	0	0	945	0	0	0	0	0	0	0	0	0	1096.666667	0.4	12.20238399	0	299.4579871	0	0	0	18.53146761	0	0.16666655	0	0	0	0	0.666667263	0	0	0	0	0	0	0.363635443	0	0	4	0	6.666666667	12.57142857	4.06504104	0.212089049	7.446809306	0	0	18.6273625	64.76969108	0	0	0	0	0	51.09090359	0	83.46880901	0	9.000025281	0	0	0	0	0	0	0	0.143061513	0	0	0	335.6643464	0	0	0	33.9160612	0	0	70.18967123	120	0	0	0	0	0	0	0	0	0	0	1.333334317	0	0.271	0	0	2.068960802	0	0	0	0	0	1.132075494	0	0	0	1	0	0	0	0	0.142857072	0.858369071	0	0.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.666666776	0	39.42854961	0	1	421.886899	0	0	0	0	0	0	61.55561003	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	1.931033812	394.4	0	2.333332958	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.832636004	0	0	0	0.222222294	0	1.132075815	0	0	0	0	0	0.333333333	0	0	0	1	0	0	0	0	0	0.444443726	0	0	0	0.23364356	0	0	0	0	0	0	0.125256266	0	1.166666704	0.276242997	3.592814404	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136425761	0.190475177	0	0	0	0	0.380954447	0	0	0.276530803	0.424001447	0	0.572300201	0	0	0	0	0	0.380947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.715	0	2.433778255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538.7254905	0.584315792	0	0	0	0	0	0	0.276243058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.925926145	0	0	0	0	0	0	0	1.188212008	0	0	0	0	0	0	17.36802445	10.25	0	0	0	0	0.5	0	0	0	0	1.556194817	0	0	1.107354731	57.93525385	0	0	0	0	0	0	0	0	0.197059776	0	0	0	1.132072407	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190477273	0	0	0	0	0	0.884955927	0
"DC03"	0	0	0	0	0	1297.553686	0	0	0	0	0	1905.334019	87.33333333	0	0	0.5	0	0	0	0	0	23.27286154	0	0	40	0.699301775	0	0	0	0	0	0	0	0	365.8333333	0.8	177.3809965	67.98531472	80.75880556	0	0	0	40.20978821	0	0	0	0	0	0	0	0	0	0	0	0	0.133333233	0	0	0	3	0	24.66666667	56	0.813008208	0	0	0	0	0	2.168023133	0	0.223214278	0	0	0.28011195	0.909090811	0	10.56910244	0	2.000005618	0	0	0	0	0	11.32075635	0	22.88984201	0	0	0	8.39160866	0	0	0	0.349650115	0	0	1.355012958	0.6	0	0	0.349650185	0	0	0	0	0	0	0	0	0	0	0	0	2.068960802	0	0	0	0	0	1.320754744	2.393162102	0	0	1.5	0	0	0	0.363636364	61.57139823	3.004291748	1	0.25	0	0	0	0.449773653	0	0	0	0	0	0	2.5	0	1	0	1.000000164	0	67.28567706	0	152.25	88.30190909	0.214133159	0	0.326797336	0	0	0	350.0003097	0	0	0	0	1164.75	0	0	0	0	0	0	0	0	0.363634921	0	0	0	0	0	5.6	0	2.999999518	1	0	0.143472045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7154812	0	0	0	1.333333765	0	1.50943442	0	0	0	0	0	0	0	0	0	0.5	0.462962963	0.52173906	0	0	0	4.666659126	0	0	0	0	0	0	0	0	0	0	0	0	0.166666672	0	2.994012004	0	0	0.671962899	0	0	0	0	0	0	0	0	0	0.333333584	0.136425761	0	0	0	0	0	0.57143167	0	0	0.276530803	0.848002893	0	1.144600403	0	0	0	0	0.334463635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.367	1.712570412	1.043047824	0	1	0	0	0	0	0	0	0	0.190478291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644.881093	0.389543861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.339489145	0	0	0.396267071	0	0	0	2.69082069	4.5	0.5	0	0	0	0	0	0	0	0	2.074926422	0	0	0	23.4674446	0	0	0	0	0	0	0	0	0	0	0	0	0.754714938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437.5195841	0.333333359	0	0	0	1.769911854	0
"DC04"	0	0	0	0	0	1.777775216	0	0.749063683	0	0	0	3.00000108	362.6666667	0	0	46.75	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	1331	144.2	3.869048581	1.798553299	116.5311624	0	0	0	28.67132724	0.245098462	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	40	0	0	22.71428571	0.271002736	0.95440072	1.595744851	0	0	18.87245938	32.79134988	0	0.223214278	0	0	67.50698005	35.27272348	0	33.33332308	0	0.33333427	0	0.271002372	0	0	0	0.419287272	0	0	0	0	0	1062.237796	0	0	0	14.33565473	0	0	2.439023325	3	0	0	0.699300371	0	0	0	0	0	0	0	0.333333579	0	0	1.626020202	0	0	2.797192982	0	0	0	0	1.320754744	0	0.271	0	0.25	0	0	0	0.363636364	0.285714145	0.858369071	0	0.25	0	0	0	0	0	0	0	0	0	0	0.75	0	1	0	11.3333352	0	21.99998783	0	17.25	2.641510101	0	0.214133094	0	0	0	0	0.888889676	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275861973	374	0	1.999999678	6	0	0	0	0	0.531913793	0	0	2.5	0	0	0	0	0	0	0	0	17.36401677	0	0	0	0	0	2.26415163	0	0	0.137930985	0.444444391	0	0	0	0	0	0.75	0.925925926	0	0	0	0	0.222221863	0	0	0	0	0	0.537635569	0	0	0	0	0.125256266	0	4.500000144	0	0.598802401	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818554564	0	0	0	0	0	1.142863341	0	0	0.553061607	1.696005786	0	46.35631632	0	0	0	0	0	0	0	0	0	0.249436669	0.330153837	0	0	0.670758704	0	0	0	0	0	0	0.143	0.214071302	2.086095647	0	0	0	0	0	0	0	0	0	0.380956583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235.5859627	0.194771931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169744573	0.221696111	0	0.132089024	0	0	0	39.3838301	13.75	1	0	0.543479167	0	0.5	0	0	0	0	2.593658028	0	0	0.553677366	238.3412342	0	0	0	0	0.265220825	0	0	0	0	0	0	0	0.754714938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.566766639	0	0	0	0	0	0
"DC05"	0	0	0	0	0	618.6657752	0	0.374531841	0	0	0	6.333335614	30	0	0	0.75	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	2299.666667	2	3.57142946	1.43884264	169.9186949	0	0	0	13.63636296	0.735295385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.666666667	82.71428571	0.813008208	0.424178098	0	0	0	0.9803875	1.355014458	0	0	0	0	0.840335851	0.727272649	0	11.92411557	0	1.000002809	0	0	0	0	0	0.628930908	0	15.16452033	0	0	0	12.93706335	0.999985714	0	0	12.93705427	0	0	43.90241984	2.2	0	0	0.349650185	0	0	0	0	0	0	0	1.000000738	0	0	0	0	1.379307201	0	0	0	0	0	0.943396245	0	0	0	0	0	0	0	0	0.142857072	3.004291748	1	0.25	0	0	0	0	0	0	0	0	0	0	2.25	0	0	0	0.666666776	0	69.99996127	0	1.25	6.41509596	0	0	0	0	0	0	4.444448378	0	0	0	0	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.4	0	4.666665916	8	0	0	0.373128571	0	0	0	0	0	0	0	0	0	0	0	0	0	26.56903771	0	0	0	0.888889177	0	209.8113844	0	0	3.172412653	0.444444391	0	0.333333333	0	0	0	190	1.388888889	0	0	0	0.269041029	1.333331179	0	0	0	0.934574239	0	0	0	0	0	0	0	0	0.83333336	0.82872899	6.586826408	0	0	0	0	0	0	0	0	0	0	0.491783601	0	0	0.545703043	0	0	0	0	0	0.380954447	0	0	1.244388616	1.484005063	0.337333293	2.861501007	0	0	0	0	0	0	0	0	0	0	0	0	0	1.006138056	0	0	0	0	0	0	34.892	0	3.824508687	0	0	0	0	0	0	0.169417047	0	0	0	0	0	0	0	0	0	0	0	0	0.63453982	0	0	0	0	185.3465465	0	0	0	0	0	0	0	0.828729174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169744573	0	0	0.264178048	0	0	0	3.180060815	1	0.5	0	0	0	0.5	0	0	0	0	56.28237921	0	0	1.107354731	26.03419635	0	0	0	0	0	0	0	0	0	0	0	0	2.641502283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0801289	0	0	0	0.5	0.884955927	0
"DC06"	0	0	0	0	0	1.11110951	0	4.494382097	0	0	0	6.666669067	20.66666667	0	0	0.5	0.373138889	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	858.5	1.8	16.36905169	1.43884264	116.5311624	0	0	0	76.57342276	0.245098462	0.666666198	6.293704677	0	0	0	0	0	0	2	0	0	0	0	0	0	17	0.761904476	20	62.42857143	4.336043776	21.42099394	1.595744851	0	0	0.49019375	2.981031807	0	0.223214278	0	0	1.400559752	0.909090811	0	15.44714972	0	0	0	0	2	0	0	0	0	20.88698084	0	0	0	15.03496552	0	0	0	0	0.36363595	0	2.710025916	265	0	0.642673286	0.699300371	0	0.27285138	56.92566455	0	0	0	0	2.666668635	0	0	0.542006734	0	1.379307201	0	0	0	0	0.542005464	120.9433987	0.17094015	0	0	0	0	0	0	0.545454545	3.142855594	3.862660819	0	0	0	0	0.380952164	0	0	0	0	0	0	0	0	0	0	0	1.333333553	0	2.142855957	0	1.25	3.773585859	0	0	0	0	0	0.413793333	0.222222419	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	283.1723154	12.8	0.333333333	4.333332637	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271003663	0	351.4644359	0.904977294	0	0	0.222222294	0	123.0189052	0	0	0.137930985	0.888888782	0	0.666666667	0	0	0	240.75	0.925925926	0	0	0	0	0.666665589	0	0	0	0.23364356	0	1.075271137	0	0	0	0	0	0	0.500000016	0	6.586826408	0	0	1.343925799	0	0	0	0	0	0	0	0	0	0.333333584	2.592089454	0	0	0	0	0	0.190477223	0	0	4.424492856	1.27200434	0	2.289200806	0	0	0	0	0	0	0	0	0	0	0	0	0	0.670758704	0	0	0	0	0	0	53.625	0.428142603	5.562921726	0.368465358	1	0	0	0	0	1.016502279	0	0	0.380956583	0	0	0	0.420167875	0	0	0	0	0	0	0	0	0	0	1145.856062	0.584315792	0	0	0	0	0	0	0.276243058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10800303	0	0	336.0942536	0	0	7.000718263	0	0	0	1.467720376	1	0.5	0	0	0	0.5	0	0	0	0	4.927950253	0	0	0.553677366	35.56784572	0	0	0	0	0	0.390962068	0	0	0	0	0	0	2.641502283	0.36641541	0	0	0	0	0	0	0	0	0	0	0	0	0	2.154304129	0	0	0	0	0.884955927	0
"DC07"	0	0	0	0	0	0.222221902	0	8.614232352	0	0	0	12.00000432	1081.333333	0	0	69.5	0	0	0	0	0	0	0	0	109	1.39860355	0	0	1.714285667	0	0	3	0	0	774.8333333	103	51.48810805	53.59688832	1125.745229	0	0	0	3.846153654	7.107855385	0.333333099	0	0	0	0	0.333333631	0	0	0.5	0	0	0	0	0	0	20	0	0.333333333	227.7142857	2.168021888	0.530222622	20.21276812	0	0	2.45096875	97.01903518	0	0	0	0	3.081231455	1.090908974	0	76.15173809	0	2.666674157	0	3.794033202	3	0	0	0	0	0.57224605	0.166666667	0	0	118.181822	0	0.666682927	0.25	0.699300231	0	0	92.14088116	1	0	0.385603972	62.58738319	2	0.13642569	0.168918886	0	0	0	0	1.000000738	2.666666667	0	0.813010101	0	2.896545123	1.048947368	0	0	0	0	0.377358498	0	0	0	0	0	0	0	0.363636364	0.57142829	7.725321639	0	0.5	0	0	0	0	0.542	0	0	0	0	0	5.5	0	0	0.271003333	3.666667269	0	84.71423884	0	2.75	25.66038384	0.428266319	0	0	0.207469799	0.380952132	0	8.888896755	0	0	0	0.285714332	19.75	0	0	0	0	0	0.199600799	0	0	0	0	0	0	0	0.275861973	220	0	274.3332892	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.50627618	0	0	0	0.666666883	0	7.169813495	0	0	0	0.444444391	0	21.66666667	0	0	0	1.25	4.62962963	0	0	0	0	0	0	0	0	0.23364356	0	2.150542274	0	0	0	0	0.375768799	0	1.833333392	0.276242997	12.57485042	0	0	0	0	0	0	0	0.5	0	0	0	0	1.000000753	0.545703043	0	0	0	0	0	0.380954447	0	0	1.659184821	2.332007956	0	10.30140363	0	0	0	0	0	0	0	0	0	0	0	0	1	1.006138056	0	0	0	0	0	1	0.572	0	68.49347375	0.552698036	1	0	0	0	0	0	0.465116183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566.2578259	0	0	0	0	0	0	0	2.486187523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490903328	0	0	0	0	0.509233718	0	0	0.132089024	0.406545378	0	0	4.158541066	4.25	0	0	0	0	1	0	0	0	0	79.88466726	0	0	1.661032097	773.3256352	0	0	0	0	0	0	0	0	0	0	0	0	1.886787345	0	0	0	0	0	0	0	0.330848749	0	0	0	0	0	0	1.17507498	0	0	0	0	0.884955927	0
