ID	Abiotrophia	Acetanaerobacterium	Acetatifactor	Acetitomaculum	Acetivibrio	Acidaminococcus	Actinobacillus	Actinomyces	Aerococcus	Akkermansia	Alistipes	Allisonella	Alloprevotella	Alloscardovia	Anaerococcus	Anaerofustis	Anaeroplasma	Anaerosporobacter	Anaerostipes	Anaerotruncus	Atopobium	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Brachyspira	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Catabacter	Catenibacterium	Cerasicoccus	Christensenella	Cloacibacillus	Clostridium_III	Clostridium_IV	Clostridium_XI	Clostridium_XVIII	Clostridium_XlVa	Clostridium_XlVb	Clostridium_sensu_stricto	Collinsella	Comamonas	Coprobacillus	Coprobacter	Coprococcus	Corynebacterium	Desulfovibrio	Dialister	Dorea	Eggerthella	Eisenbergiella	Elusimicrobium	Enterococcus	Enterorhabdus	EscherichiaShigella	Eubacterium	Ezakiella	Faecalibacterium	Faecalicoccus	Faecalitalea	Finegoldia	Flavonifractor	Fusicatenibacter	Fusobacterium	Gardnerella	Gemella	Gemmiger	Gordonibacter	Granulicatella	Haemophilus	Halomonas	Helicobacter	Herbaspirillum	Hespellia	Holdemanella	Holdemania	Howardella	Hungatella	Hydrogenoanaerobacterium	Intestinibacter	Intestinimonas	Lachnoanaerobaculum	Lactobacillus	Lactococcus	Lactonifactor	Lautropia	Leuconostoc	Megasphaera	Methanobrevibacter	Methanosphaera	Mitsuokella	Mobiluncus	Mogibacterium	Murdochiella	Murimonas	Mycoplasma	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Parabacteroides	Paraprevotella	Parasutterella	Parvibacter	Parvimonas	Pediococcus	Peptococcus	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Photobacterium	Porphyromonas	Prevotella	Pseudobutyrivibrio	Pseudoflavonifractor	Romboutsia	Roseburia	Rothia	Ruminococcus	Ruminococcus2	Runella	Scardovia	Senegalimassilia	Slackia	Solobacterium	Sporobacter	Staphylococcus	Stomatobaculum	Streptobacillus	Streptococcus	Streptophyta	Subdoligranulum	Succiniclasticum	Succinivibrio	Sutterella	Terrisporobacter	Turicibacter	Varibaculum	Veillonella	Victivallis	Weissella	unclassified_Acanthopleuribacteraceae	unclassified_Acetobacteraceae	unclassified_Acidaminococcaceae	unclassified_Actinomycetaceae	unclassified_Aerococcaceae	unclassified_Alcaligenaceae	unclassified_Alteromonadales	unclassified_Anaeroplasmataceae	unclassified_Bacillaceae	unclassified_Bacillales	unclassified_Bacteroidaceae	unclassified_Bacteroidales	unclassified_Bdellovibrionaceae	unclassified_Bifidobacteriaceae	unclassified_Bryobacter	unclassified_Candidatus	unclassified_Cardiobacteriaceae	unclassified_Carnobacteriaceae	unclassified_Catabacteriaceae	unclassified_Chitinophagaceae	unclassified_Chloroplast	unclassified_Christensenellaceae	unclassified_Chryseolinea	unclassified_Clostridiaceae	unclassified_Clostridiales	unclassified_Comamonadaceae	unclassified_Coriobacteriaceae	unclassified_Cryomorphaceae	unclassified_Cryptosporangiaceae	unclassified_Cyclobacteriaceae	unclassified_Cystobacteraceae	unclassified_Cytophagaceae	unclassified_Defluviitaleaceae	unclassified_Dehalococcoidaceae	unclassified_Dehalogenimonas	unclassified_Deinococcaceae	unclassified_Desulfobacteraceae	unclassified_Desulfohalobiaceae	unclassified_Desulfomicrobiaceae	unclassified_Desulfovibrionaceae	unclassified_Dietziaceae	unclassified_Ectothiorhodospiraceae	unclassified_Enterobacteriaceae	unclassified_Enterococcaceae	unclassified_Erysipelotrichaceae	unclassified_Eubacteriaceae	unclassified_Flammeovirgaceae	unclassified_Flavobacteriaceae	unclassified_Fodinibius	unclassified_Geminicoccus	unclassified_Gracilibacteraceae	unclassified_Halomonadaceae	unclassified_Haloplasmataceae	unclassified_Heliobacteriaceae	unclassified_Holophagaceae	unclassified_Hyphomonadaceae	unclassified_Ignavibacteriaceae	unclassified_Kofleriaceae	unclassified_Lachnospiraceae	unclassified_Lactobacillaceae	unclassified_Marinilabiliaceae	unclassified_Mariprofundaceae	unclassified_Methanobacteriaceae	unclassified_Microbacteriaceae	unclassified_Micrococcaceae	unclassified_Natranaerobiaceae	unclassified_Natranaerovirga	unclassified_Neisseriaceae	unclassified_Oceanospirillaceae	unclassified_Oleiphilaceae	unclassified_Oligosphaeraceae	unclassified_Oxalobacteraceae	unclassified_Paenibacillaceae	unclassified_Pasteurellaceae	unclassified_Peptococcaceae	unclassified_Peptoniphilaceae	unclassified_Peptostreptococcaceae	unclassified_Planococcaceae	unclassified_Porphyromonadaceae	unclassified_Prevotellaceae	unclassified_Prolixibacteraceae	unclassified_Proteinivoraceae	unclassified_Puniceicoccaceae	unclassified_Rhodobacteraceae	unclassified_Rhodocyclaceae	unclassified_Rhodospirillaceae	unclassified_Rickettsiaceae	unclassified_Rikenellaceae	unclassified_Ruminococcaceae	unclassified_Sphingobacteriaceae	unclassified_Spirochaetaceae	unclassified_Sporolactobacillaceae	unclassified_Streptococcaceae	unclassified_Succinivibrionaceae	unclassified_Sutterellaceae	unclassified_Synergistaceae	unclassified_Syntrophobacteraceae	unclassified_Thermoactinomycetaceae	unclassified_Thermoanaerobacteraceae	unclassified_Vallitalea	unclassified_Veillonellaceae	unclassified_Verrucomicrobiaceae	unclassified_Victivallaceae	unclassified_Vulgatibacteraceae	unclassified_Xanthomonadaceae
SC18	0	0	0	1	0	66	0	2	0	97	494	0	0	0	0	0	0	1	191	2	0	6991	104	1685	54	860	0	152	56	0	0	0	0	0	0	4	0	33	0	4	11	4	22	81	2	0	24	625	0	0	504	269	0	0	0	3	1	0	0	0	14161	0	3	0	3	476	0	0	0	118	1	0	2	0	0	0	0	0	1	0	0	0	14	29	0	0	1	0	0	0	0	57	19	0	0	0	0	0	0	28	56	1	140	217	248	0	1	0	0	0	0	0	20	0	0	0	0	1	20	3413	0	1386	104	0	0	4	23	1	9	0	0	0	65	1	1	0	0	163	25	14	0	9	5	0	0	0	0	0	0	0	56	143	1	16	6	1	0	7	1	0	0	3	41	0	0	15	0	145	156	5	71	2	0	0	0	0	17	0	0	0	0	0	3	3	0	1	0	0	482	27	0	0	0	0	31	0	1	0	0	0	0	1	4144	0	0	0	0	0	1	2	4	0	0	3	1	23	0	23	4	0	7	0	9	2	0	2	4	0	0	74	0	3	2730	10	0	0	2	0	42	4	0	1	0	0	499	0	0	1	0
SC19	0	0	0	0	0	0	0	3	0	1	54	0	0	0	0	0	0	0	1081	0	1	584	9	13893	1	1769	0	120	0	0	0	0	0	0	0	0	0	27	0	0	35	18	0	514	0	0	0	647	0	0	0	385	0	0	0	3	0	0	0	0	8162	0	0	0	3	739	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	28	0	4	0	0	0	0	0	0	37	0	0	0	0	0	17	1796	0	166	321	0	1	0	0	1	0	0	0	0	13	0	0	0	0	36	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	121	0	0	0	0	0	0	0	1	0	5	3	0	280	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	1	194	2	0	0	0	0	0	0	0	0	0	0	0	0	3662	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	790	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
SC20	0	0	0	1	1	0	0	1	0	405	83	16	0	0	0	0	0	0	1556	8	0	688	86	939	9	1743	0	48	24	10	0	0	23	0	0	0	0	221	0	8	719	7	111	325	0	0	23	2197	0	340	637	581	0	0	0	2	0	2	0	0	1716	0	0	0	2	104	0	0	0	725	1	0	0	0	0	0	5	0	2	79	1	1	16	20	0	661	4	0	0	4	0	211	0	0	0	0	0	0	0	12	33	0	100	126	0	1	0	0	0	0	1	0	0	0	0	181	0	6	56	3123	0	1079	639	0	0	186	109	0	2	0	0	0	22	0	0	0	0	6	11	2	12	1	1	1	0	0	0	0	1	0	11	0	0	85	2	0	0	1	0	1	0	4	27	0	0	102	0	296	1111	0	47	1	0	0	0	0	91	0	0	0	0	0	0	0	0	0	8	2	491	234	0	0	0	0	124	1	0	0	0	1	0	0	10841	9	0	1	0	0	1	6	22	0	0	0	0	9	0	46	25	0	13	0	17	1	0	6	0	0	0	53	16	88	4704	5	0	0	0	0	0	21	1	5	4	298	143	1	0	0	0
SC21	0	0	0	0	0	0	0	0	0	0	619	0	0	0	0	0	0	0	212	1	0	10587	22	670	51	916	0	49	10	0	0	0	0	1	0	0	0	66	0	1	26	33	14	32	0	0	7	402	0	0	0	395	0	0	0	0	0	4	0	0	6833	5	0	0	4	574	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	26	0	0	0	0	0	0	0	90	1	0	78	301	106	15	0	0	0	0	0	0	93	0	0	69	0	1	2	2672	0	1135	219	0	0	0	16	1	2	0	0	0	5	0	0	0	0	764	0	4	0	1	0	0	0	0	0	0	0	0	3	1	0	5	309	7	69	0	0	0	0	0	1	0	0	12	0	20	56	0	143	1	0	0	0	0	8	0	0	0	0	0	3	1	0	0	8	0	391	4	0	0	0	0	8	0	0	0	0	0	0	1	7986	0	8	0	0	0	0	0	4	0	0	0	0	3	0	3	0	0	1	0	31	139	0	0	1	0	0	278	0	3	1840	6	0	0	0	0	0	3	0	1	0	0	5	0	0	0	0
SC22	0	0	0	0	0	158	0	19	0	74	1544	0	0	0	1	0	0	0	229	21	1	2886	406	1943	265	3136	0	1	55	0	2	0	0	0	0	0	0	25	0	21	4	18	12	1668	0	9	6	598	0	52	252	1213	0	5	1	0	0	6	2	1	4154	0	0	0	7	32	1	0	0	75	1	0	0	0	0	0	0	158	4	23	8	0	50	135	0	3	0	0	0	0	0	414	0	0	0	0	1	0	0	24	0	0	89	501	54	0	0	0	0	0	0	1	6	0	0	10	0	10	38	1107	0	64	402	0	0	232	57	0	5	0	0	0	34	0	0	0	0	8	0	0	3	0	1	0	0	0	3	0	0	0	123	0	1	156	10	1	0	8	0	0	0	2	6	0	0	28	0	111	2709	0	281	0	0	0	1	0	26	1	0	0	0	0	0	5	0	0	23	0	3003	93	0	0	0	0	442	0	1	169	0	0	0	1	3942	1	2	0	0	0	0	7	5	0	1	0	0	15	7	0	24	0	15	0	14	0	92	0	7	1	0	0	8	2	5635	5	0	0	0	0	0	9	1	37	0	1	308	0	0	0	0
SC23	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	466	2	0	11466	0	1187	44	940	0	7	0	0	0	0	0	0	0	0	0	8	0	19	52	56	4	7	0	0	0	25	0	0	0	279	21	1	0	0	0	0	0	0	13234	9	0	0	5	72	0	0	2	0	0	0	0	0	0	0	0	0	1	23	3	0	1	20	0	2	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	33	511	166	10	0	0	0	0	0	0	103	0	0	0	0	5	8	3777	0	1103	5	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	7	0	0	0	0	0	0	0	0	0	0	22	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2060	0	0	0	0	0	0	0	0	0	0	0	0	0	1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	656	0	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0
SC24	1	0	0	0	0	14	0	3	0	3	874	0	0	0	0	0	0	0	248	1	0	10279	62	1	62	1264	0	8	38	0	0	0	0	0	0	1	0	14	0	6	75	39	21	8	0	0	16	40	0	0	0	579	1	0	0	0	0	2	1	0	11337	0	0	0	15	256	0	0	0	0	3	0	0	0	0	0	0	0	1	0	4	0	9	3	0	2	0	0	0	0	0	0	0	0	0	13	0	0	0	38	0	0	75	2252	1	284	0	0	0	0	0	1	141	0	0	0	0	8	1	3313	0	413	547	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	6	0	322	0	3	0	0	2	1	0	0	0	0	1	14	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1	10	2	0	1	0	0	0	0	0	0	0	0	0	0	4247	0	1	1	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	12	0	0	0	0	0	0	135	0	2	1125	2	0	0	1	0	0	0	0	4	0	1	8	0	0	0	0
SC25	0	2	0	0	0	0	0	2	0	425	2729	0	0	0	0	0	0	0	74	3	0	1649	648	130	8	1076	0	3	56	0	0	1	0	0	0	0	1	169	1	0	23	3	52	173	0	0	0	1807	0	0	0	528	0	0	0	0	0	1	0	0	8591	15	0	0	3	616	0	0	0	150	0	0	0	0	0	0	0	0	0	0	1	0	22	54	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	48	27	1	97	314	455	202	0	0	0	64	0	0	5	0	0	1524	4	13	32	819	0	3120	396	0	0	0	0	0	7	0	0	0	67	1	1	0	0	0	3	62	0	27	0	0	0	0	1475	0	0	1	2	1	0	19	23	1	0	2	0	2	0	1	7	0	0	11	0	89	241	0	88	0	0	0	0	0	2	0	0	0	0	0	0	248	0	0	6	0	109	42	0	0	0	0	105	0	0	1	0	0	3	1	4511	0	0	0	0	0	0	3	1	0	0	0	0	20	2	14	6	0	1	0	66	78	0	0	11	0	0	1	4	53	5066	0	0	0	0	0	326	0	0	4	0	1	86	0	0	0	0
SC26	0	0	0	0	0	0	0	0	0	0	1063	0	0	0	1	1	0	0	38	4	0	9865	186	549	74	1577	0	2	18	0	0	0	0	0	0	0	0	11	0	4	48	48	32	252	0	0	0	127	0	0	59	324	2	1	0	0	0	3	0	0	16159	0	0	0	12	484	0	0	0	156	2	0	0	0	0	0	0	0	3	0	0	0	26	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	109	756	154	12	0	1	0	0	0	1	51	0	0	746	0	3	104	2307	0	1642	159	0	0	0	0	0	3	0	0	0	10	0	0	0	0	132	18	33	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	2	0	0	0	0	0	0	0	0	0	0	14	0	15	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	11	0	38	4	0	0	0	0	0	0	0	0	0	0	0	0	1973	0	1	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	2	0	4	20	0	0	0	0	0	0	0	4	1505	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
SC27	0	0	0	0	0	0	0	7	0	0	139	0	0	0	0	0	0	0	193	1	0	5165	29	727	3	5767	0	3	8	0	0	0	0	0	0	0	0	41	0	24	64	55	4	171	0	0	2	1632	0	3	922	921	0	0	0	0	0	0	0	0	9563	3	72	0	5	2310	0	0	0	291	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	2	20	1	0	2	0	3	0	0	0	2	0	0	0	6	0	0	39	174	158	152	0	0	0	0	0	0	42	0	0	15	0	0	32	3653	0	226	821	0	0	0	0	1	1	0	0	0	57	1	0	0	0	0	14	2	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	2	0	0	0	1	0	0	0	3	0	32	65	0	47	0	0	0	0	1	6	0	0	0	0	0	2	1	0	0	0	0	2691	5	0	0	0	0	0	0	0	0	0	0	0	0	6433	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	29	0	2	0	1	3	0	0	2	0	0	1	0	0	4706	0	0	0	0	0	0	0	0	2	0	0	382	0	0	0	1
SC28	0	0	0	0	0	0	0	1	0	0	448	20	0	0	0	1	0	2	314	2	0	5153	62	592	38	2611	0	44	7	0	0	0	70	0	0	0	0	12	0	8	18	10	0	282	0	0	23	108	0	83	0	464	1	0	0	0	0	1	0	0	6112	3	2	0	15	998	0	0	0	500	0	0	0	0	0	0	0	0	3	0	0	0	49	40	0	1	0	1	0	2	0	0	0	14	0	0	0	0	0	10	0	0	53	235	0	12	0	0	0	0	0	0	7	0	0	136	0	1	10	1071	0	406	206	0	0	4	0	1	1	0	0	0	16	2	0	0	0	59	3	14	0	0	0	0	0	0	133	0	0	0	0	0	0	2	8	0	0	8	0	0	0	0	1	0	0	0	0	8	40	0	32	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	61	2	0	0	0	0	7	0	0	0	0	0	0	1	1651	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	16	0	5	0	6	0	0	1	4	0	0	3	0	1	3561	5	0	0	0	0	0	0	0	6	1	0	1	0	0	0	0
SC29	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	1167	0	0	663	0	1465	47	9173	0	15	0	0	0	0	0	0	0	0	0	28	0	11	96	10	0	60	0	0	1	893	1	0	1106	1792	2	0	0	0	0	1	1	0	4835	0	0	0	11	1435	0	0	2	92	2	0	0	0	0	0	0	0	1	0	0	0	19	37	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	24	220	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	7105	0	58	491	0	0	0	0	0	1	0	0	0	76	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	7	0	0	0	4	0	0	0	0	0	4	38	0	1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2854	2	0	0	0	0	1	0	0	0	0	0	0	0	6026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	678	0	0	0	0	0	6	0	1	0	0	0	4	0	0	0	0
SC30	0	0	0	0	0	0	0	1	0	0	758	0	0	0	0	1	0	1	731	1	0	12746	93	1	0	1077	0	140	5	0	0	0	0	0	0	0	0	13	0	1	18	18	12	30	0	0	0	1495	1	0	29	225	0	0	0	0	0	6	0	0	13489	1	0	0	4	507	0	0	0	404	1	0	0	0	0	0	0	0	6	0	0	0	13	30	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	64	7	0	43	69	0	0	0	0	0	0	0	0	32	0	0	0	0	2	27	8184	0	1627	144	0	0	0	0	0	0	0	0	0	67	0	0	0	0	1	1	1	0	39	0	0	0	0	0	0	0	0	0	0	0	3	17	0	0	0	0	1	0	1	0	0	0	0	0	6	28	0	73	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	34	0	185	6	0	1	0	0	3	0	0	0	0	0	0	0	4188	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	4	0	0	0	3	0	0	0	0	14	1629	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SC31	0	0	0	0	0	0	0	0	0	2	533	34	0	0	0	0	0	1	42	0	0	19464	133	318	43	942	0	1	8	1	0	0	0	0	0	0	0	25	0	0	10	139	0	24	0	0	3	188	0	62	0	346	0	0	0	0	0	0	0	0	2660	0	0	0	6	192	0	0	0	114	0	0	0	0	0	0	0	191	3	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	20	0	0	36	2690	0	2	0	0	0	0	0	0	265	0	0	0	0	2	2	7046	0	307	39	2	0	3	2	0	0	0	0	0	12	0	1	0	0	572	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	24	1	9	2	0	0	0	1	0	0	0	0	0	2	28	0	9	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	172	3	0	0	0	0	0	0	0	0	0	0	0	0	1901	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	21	1	1	0	0	0	0	6	0	1	1439	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
SC32	0	0	0	0	0	0	0	5	0	0	28	0	0	0	0	0	0	0	1541	0	1	2376	1	177	0	988	0	87	0	0	0	0	0	0	0	0	0	6	2	19	47	29	1	70	0	0	2	350	5	0	0	496	5	0	0	2	0	5	0	0	7657	0	0	0	0	443	0	0	2	172	0	1	0	0	0	0	0	0	0	0	0	0	20	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	3	11	118	0	0	1	0	0	0	3	654	0	0	7461	0	1	399	8956	0	853	700	0	0	0	0	1	0	0	0	0	556	0	0	0	0	234	3	1	0	6	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	7	0	0	0	2	0	2	6	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	10	0	0	8	1	0	0	0	0	0	0	0	1066	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SC33	0	0	0	0	0	576	0	2	0	0	15	0	0	0	0	2	0	0	352	15	0	16562	0	4	51	3985	0	32	0	0	0	1	0	0	1	0	0	17	0	7	93	29	10	0	0	0	0	929	0	0	14	726	37	2	0	0	0	1	0	0	5032	4	0	0	99	459	0	0	2	487	13	0	1	0	0	0	0	0	4	0	2	0	90	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	31	740	970	0	0	0	0	0	0	0	258	0	0	0	0	2	55	8155	0	1462	619	0	0	0	0	1	0	0	0	0	65	0	0	0	0	85	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	18	1	0	0	0	0	0	2	0	1	0	0	0	2	52	0	143	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	136	6	1	0	0	0	2	0	0	0	0	0	0	0	3032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	7	2	0	0	1	0	0	0	0	0	723	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
SC34	0	0	0	0	0	0	0	2	0	0	1489	0	0	0	1	3	0	0	391	6	0	14737	0	216	200	1752	0	60	39	0	0	0	0	0	0	1	0	60	0	108	163	315	24	537	0	1	29	1	0	0	902	891	73	5	0	0	0	12	0	1	4950	0	0	0	135	288	0	0	14	382	22	0	0	0	0	0	0	0	7	0	5	0	25	8	0	4	9	3	0	1	0	0	0	0	0	0	0	0	0	30	0	0	108	1399	0	384	0	0	0	0	0	0	0	0	0	0	0	9	48	1053	0	1	305	0	1	0	0	2	0	1	0	0	81	2	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	2	0	0	0	23	0	0	0	0	0	3	182	0	83	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	52	1	7897	31	0	0	0	0	0	0	0	0	0	0	0	0	2958	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	10	0	0	212	0	7	1436	1	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0
SC35	0	1	0	0	0	0	0	5	0	54	641	0	0	0	1	1	0	0	421	5	0	10465	1031	1614	156	1976	0	109	60	0	1	0	0	0	0	0	0	44	0	2	11	48	70	52	0	0	31	521	3	280	264	860	1	0	0	116	0	8	0	0	8261	28	0	0	9	1806	0	0	0	365	1	0	3	0	0	0	0	0	2	0	0	19	25	39	0	1	1	0	0	1	0	53	0	28	0	0	0	0	0	95	7	0	254	708	0	42	0	5	0	0	1	0	6	0	4	0	0	0	27	4009	1	441	98	0	0	25	24	0	3	0	0	0	36	0	0	0	0	393	5	11	0	26	4	0	0	0	0	0	0	0	0	14	0	13	38	0	0	5	0	0	0	1	6	0	0	16	0	45	139	0	115	32	0	0	0	0	3	0	0	0	0	0	0	5	0	0	35	3	715	32	0	0	0	0	31	0	0	0	0	0	0	0	3138	0	3	0	0	0	0	2	0	0	0	0	1	7	0	29	5	0	8	0	135	0	0	2	1	0	0	20	5	63	5915	2	1	0	0	0	1	3	0	1	13	0	293	1	0	0	0
SC36	0	0	0	0	0	0	0	2	0	0	7	0	0	1	0	2	0	2	218	0	1	5720	27	661	20	1513	0	61	0	0	0	0	0	0	0	0	0	5	0	16	14	61	0	0	0	0	19	317	0	0	0	358	14	0	0	0	0	0	0	0	9674	0	0	0	13	628	0	0	1	0	0	1	0	0	0	0	0	0	4	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	47	177	431	33	0	0	0	0	0	0	229	0	0	0	0	0	8	15609	0	701	977	0	0	0	0	2	0	0	0	0	27	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	3	0	0	0	0	0	0	9	0	67	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	2723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	1	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC37	0	0	0	0	0	0	0	3	0	0	324	0	0	0	0	1	0	0	419	5	0	6936	82	1696	95	2862	0	73	16	0	0	0	0	0	0	0	0	46	0	3	14	25	6	458	0	0	2	465	0	0	0	551	1	2	0	0	0	3	0	0	12983	0	0	0	4	527	0	0	2	318	0	0	0	0	0	0	0	0	6	0	0	0	15	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	26	0	0	24	542	136	261	0	2	0	0	0	0	0	0	0	40	1	1	36	9314	0	941	280	0	0	0	0	0	0	0	0	0	15	0	1	241	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	12	1	0	6	0	0	0	3	0	0	0	0	0	8	15	2	259	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	238	2	0	0	0	0	2	0	0	0	0	0	0	0	3800	0	551	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	1	0	6	0	0	0	3	0	0	7	0	0	2039	0	0	0	0	0	43	0	0	0	0	0	2	0	0	0	0
SC38	0	0	0	0	0	0	0	3	0	114	1844	0	0	0	0	0	0	1	614	1	0	4894	67	360	40	1260	1	1	41	0	1	0	0	0	0	0	0	68	0	9	16	12	62	44	0	0	44	455	0	199	47	355	0	0	0	0	0	0	0	0	12650	0	0	0	1	138	1	0	0	413	1	0	0	0	0	0	0	0	4	0	0	0	21	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	59	503	170	0	0	0	0	0	0	0	902	0	1	30	0	0	5	604	0	496	898	0	0	0	0	0	2	0	0	0	32	0	3	0	0	24	15	0	0	0	0	0	0	0	3	0	0	0	2	0	1	1	14	1	0	0	0	0	0	0	1	0	0	3	0	73	158	0	105	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	331	15	0	0	0	0	110	0	0	0	0	0	0	0	1835	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	5	0	7	9	0	0	3	0	0	49	1	1	3077	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0
SC39	0	0	0	0	0	0	0	13	0	0	187	0	0	4	2	6	0	0	342	52	1	10590	0	4157	0	1594	0	3	0	0	3	0	0	0	0	0	0	6	0	339	822	0	12	0	0	61	0	453	2	0	3	213	277	27	0	1	0	0	0	0	472	0	0	2	127	346	0	0	1	5328	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	21	1	0	0	0	0	0	0	0	4	5	1	0	0	0	0	0	48	671	0	0	0	0	0	0	5	0	197	0	0	15	0	0	6	441	0	0	336	0	1	0	0	3	0	0	0	0	541	1	39	0	0	0	3	39	0	10	0	0	0	0	0	1	0	0	0	0	0	0	44	1	0	10	0	0	0	7	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	200	1	0	0	0	0	0	0	0	0	0	0	0	0	6432	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1585	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0
